SPANISH	Selected_Proto4	score	PORTUGUESE	ITALIAN	FRENCH	Selected_Proto5	ROMANIAN	LATIN-CORRECT	Selected_Proto1	Selected_Proto2	Selected_Proto3	final_proposed_protoform
efluiɾ	eflueire	-3.623366635669198	ifluiɹ	effluire	eflye	eflueɾre	-	ɛfflʊɛrɛ	efluiɾre	efluiɹre	efluiire	efluiɹa
-		-1.8594379124341003	ʃfɹɨɡaɹ	-	-		-	ɛffrɪkarɛ	ʃfɹɨɡaɹ			ʃfɹɨɡaɹ
efundiɾ	efuodiɹre	-2.7745013614229697	ifũŋdiɹ	effondere	-	efuodiere	-	ɛffʊndɛrɛ	efundiere	efundiɾre	efuodiɾre	efunder
eɣɾesaɾ		-1.9897997302973438	-	-	-		-	eɡrɛdi	eɣɾesaɾ			eɣɾesaɾ
-	eɡredjou	-2.9193337996994595	eɡɹɛʒjʊ	eɡredʒo	-	eɡredjiu	eɡredʒiu	eɡrɛɡɪʊm	eɡredʒiu	eɡredʒou	eɡredʒʊu	eɡredʒio
elaθjon	elasjon	-3.7086023416809097	elɐsɐ̃ʊ̃	-	elasjɔ̃	elasɐon	-	elatɪonɛm	elasjɔn	elasjʊn	elasɐɔn	alasliʊmn
elekθjon	eleksione	-2.81362883975144	-	eletsione	elɛksjɔ̃	eletsjone	-	elektɪonɛm	eleksjone	eleksjɔne	elekθjone	eleksjʊmna
limosna	omɔnɔnina	-5.046690950832252	ʃmɔlɐ	elemɔzina	omɔ̃n	omɔnɔnana	-	ɛlɛemɔsynam	omɔnszina	omɔnɔzina	omɔnɔzana	omɔnsina
eleɣante	eleɣaŋte	-2.8339914244600566	elɨɡɐ̃ŋtɨ	-	-	eleɣɐnte	-	elɛɡantɛm	eleɣante	eleɣaŋtɨ	eleɣantɨ	eeɣantɨ
elɛnko	elɛɪkoʊ	-2.5877225015965393	eleɪŋkʊ	elɛnko	-	elenkoʊ	-	ɛlɛŋkʰʊm	elɛnkoʊ	elɛnkkʊ	elɛnŋoʊ	elɛnkʊm
-	elefɑnɛino	-2.152200551554967	-	elefantino	elefɑ̃tɛ̃	elefatɛino	-	ɛlɛpʰantɪnʊm	elefɑntino	elefɑtɛino	elefɑttino	elefɑntɛnʊm
eleβaɾ	eleeaɾe	-4.078692614753179	elɨvaɹ	elevare	elve	eleeare	eleva	elɛwarɛ	elevaɾe	elevaɹe	elevare	elevaa
eliðiɾ	elidere	-3.005866067964475	-	elidere	elide	eliðere	-	elidɛrɛ	elidiɾe	elideɾe	elidire	eledera
eliminaθjon	eliminatsonne	-3.5638464103622534	eliminɐsɐ̃ʊ̃	eliminatsione	-	eliminatsinne	-	elɪmɪnatɪonɛm	eliminatsione	eliminatsoone	eliminatsʊone	eiminatsiʊmne
eliminaɾ	elimineɾe	-2.5349837965351965	eliminaɹ	eliminare	elimine	eliminere	-	elimɪnarɛ	eliminaɾe	eliminaɹe	eliminare	eleminara
-		-1.4094379124341003	-	lɛsso	-		-	elɪksʊm	lɛsso			lɛxʊm
-	ɛllpssi	-2.6009327333333463	-	ellissi	ɛlips	elipssi	-	ɛllipsɪn	ɛllissi	ɛlipssi	ɛliissi	ɛliissa
-	lymiiɔolo	-2.75805020110221	-	lutʃiɲolo	lymiɲɔ̃	lymʃɲɔolo	-	ɛllykʰnɪʊm	lymiɲɔolo	lymiiɲolo	lymiɲɲolo	lymiɲʊmlʊm
-		-2.0984484573788516	-	-	elokysjɔ̃		-	elɔkʊtɪonɛm	elokysjɔ			alɛkysjɔ
eloŋɡaθjon	eloŋɡatsione	-4.443571144667576	eluŋɡɐsɐ̃ʊ̃	eloŋɡatsione	elɔ̃ɡasjɔ̃	eloŋɡatsiene	eloŋɡatsje	elɔŋɡatɪonɛm	eloŋɡatsjone	eloŋɡatsjene	eloŋɡatsjnne	oloŋɡatsjana
aloŋɡaɾ	alɔŋɡaɾre	-4.019499522224986	ɐluŋɡaɹ	alluŋɡare	elɔ̃ʒe	alɔŋɡaare	aluŋɡa	elɔŋɡarɛ	aluŋɡaɾre	aluŋɡaɹre	aluŋɡaare	aluŋɡaɹa
-		-1.5594379124341002	-	elɔkwjo	-		-	elɔkwɪʊm	elɔkwjo			elɔkwjʊm
elukuβɾaɾ	elukubraɾe	-3.1220270043623755	elukubɹaɹ	elukubrare	elykybʁe	elukubrare	-	elukʊbrarɛ	elukubʁaɾe	elukubʁaɹe	elukubʁare	elukubraa
eluðiɾ	eludeɹe	-3.446256612233685	eludiɹ	eludere	elyde	eludere	-	eludɛrɛ	eludiɾe	eludire	eludeɾe	eludia
eluiɾ	elueɾ	-2.4092600369327783	-	-	elye		-	elʊɛrɛ	elyeɾ	eluiɾ	elyiɾ	elua
emaθja	emasiiea	-2.531089159966082	-	ematʃita	emasite	emasiaea	-	ɛmakɪtatɛm	emasitea	emasiita	emasitta	emasita
emanθipaθjon	emaniipsjɔoione	-5.185355962900774	emɐ̃ŋsipɐsɐ̃ʊ̃	emantʃipatsione	emɑ̃sipasjɔ̃	emaniipsjɔonone	-	emaŋkɪpatɪonɛm	emaniipsjɔsione	emaniipsjɔsnone	emaniipsjɔʊione	emaniipsɔsiona
embolo		-1.4068932485848131	-	-	-		-	ɛmbɔlʊm	embolo			embʊmlʊm
emendaɾ	emendarɹ	-3.172371577474609	emeɪŋdaɹ	emendare	emɑ̃de	emendaae	-	emɛndarɛ	emendare	emendaɾe	emendaɾɹ	emendaa
emeɾxeɾ	emɛɾʒeeɹe	-4.100405466708502	emɨɾəʒiɹ	emɛrdʒere	emɛʁʒe	emɛɾʒeere	-	emɛrɡɛrɛ	emɛɾʒeɾɹe	emɛɾʒeɾre	emɛɾʒeire	amɛɾʒeɹa
-		-1.9635885922613585	-	-	emisjɔ̃		-	emɪssɪonɛm	emisjɔ			amisjɔ
emitiɾ	emɛtiere	-2.93294764337315	-	emettere	emɛtʁ	emɛttere	-	emɪttɛrɛ	emɛtʁɾre	emɛtʁere	emɛttɾre	emɛtra
emolumɛnto	emolumenŋoʊ	-3.528484791235117	emulumeɪŋtʊ	emolumento	emolymɑ̃	emolumeɪtoʊ	-	emɔlʊmɛntʊm	emolumentoʊ	emolumɑntoʊ	emolumenttʊ	amolumentʊ
-	emuvwere	-2.5390573296152583	-	zmuɔvere	emuvwaʁ	emuvvaʁe	-	emɔwerɛ	emuvwaʁe	emuvware	emuvweʁe	amuvwra
emulxeɾ		-2.0484484573788513	-	-	-		-	emʊlɡerɛ	emulxeɾ			emulxeɾ
-		-1.591759469228055	-	-	emɔ̃de		-	emʊndarɛ	emɔde			amɔda
emuŋxeɾ	emundʒɾre	-2.2257286443082553	-	emundʒere	-	emundeere	-	emʊŋɡɛrɛ	emunxʒere	emundeɾre	emundʒere	emundʒer
enaraθjon	enarratoione	-3.754307683697953	enɐʁɐsɐ̃ʊ̃	enarratsione	-	enarratonone	-	enarratɪonɛm	enarratsione	enarratsnone	enarratʊione	enarratiʊmne
enkomjo	enkommoʊ	-2.534697314291016	eɪŋkɔmjʊ	enkomio	-	enkomjjʊ	-	ɛŋkomɪʊm	enkomjoʊ	enkomioʊ	enkomijʊ	enkʊmmjʊm
aneɣaɾ	aneɡaɾ	-2.4357295395225838	ɐnɨɡaɹ	-	-	anɨɣaɾ	-	enɛkarɛ	aneɣaɾ	aneɡaɹ	aneɣaɹ	anɨɣa
eneɾβaɾ	eneɾveɾɹ	-4.099490815121546	enɨɾəvaɹ	-	enɛʁve	eneɾvvɾɹ	enerva	enɛrwarɛ	eneɾvaɾɹ	eneɾveaɹ	eneɾvaaɹ	aneɾvaa
ɛnte	ɛɪteɨ	-2.7042327112802917	eɪŋtɨ	ɛnte	-	enteɨ	-	ɛns	ɛnteɨ	ɛnttɨ	ɛnŋeɨ	ɛntɨ
entusjasta		-1.4512073253103954	-	-	-		-	ɛntʰusɪasten	entusjasta			entusjasta
enumeɾaɾ	enumeʁeɾ	-2.2434070875143006	-	-	enymeʁe	enymeɾaɾ	-	enʊmɛrarɛ	enymeʁeɾ	enymeʁaɾ	enymeɾeɾ	anumeʁa
-		-1.7094379124341004	-	-	efɛb		-	ɛpʰebʊm	efɛb			afɛb
-		-1.5012073253103952	-	epiɡlɔttide	-		-	ɛpɪɡlottɪdɛm	epiɡlɔttide			eplɡlɔctida
oβispaðo	episkopdo	-4.22893809584518	biʃpadʊ	veskovado	episkopa	episkopoo	-	ɛpɪskɔpatʊm	episkopao	episkoado	episkoaao	epskoadʊm
-	epistulɐ	-2.288046571856474	epiʃtulɐ	-	-	epiʃtolə	epistolə	ɛpɪstɔlam	epistolə	epistolɐ	epistulə	epistulɐ
-		-1.383490561104079	-	epopto	-		-	ɛpɔptʊm	epopto			epoptʊm
ʝeɣwa	japɐa	-3.9227440367437985	ɛɡwɐ	-	-	jaɣəa	japə	ɛkwam	japwa	jaɣwa	japəa	jɛpwa
-		-1.4772209480904839	-	eremitiko	-		-	ɛremitɪkʊm	eremitiko			remitikʊm
ʝeɾmo	ɛrɾmo	-3.0403577859469673	eɾəmʊ	ɛremo	-	ɛeemo	-	ɛremʊm	ɛremo	ɛeɾmo	ɛrəmo	ɛeɾmʊm
eɾɣastulo	eɾɡasttloʊ	-2.2793976100278366	eɾəɡaʃtulʊ	erɡastolo	-	eɾɣastoloʊ	-	ɛrɡastʊlʊm	eɾɡastuloʊ	eɾɡastoloʊ	eɾɣastuloʊ	eɾɡastulʊm
eɾɣiɾ	eɾɣʒere	-4.761782142988361	ɨɾəɡeɹ	ɛrdʒere	eʁiʒe	eɾdʒere	-	erɪɡɛrɛ	eɾiʒeɹe	eɾiʒere	eɾdʒeɹe	aɾɣʒer
-	eɾodeɹ	-2.606133193112701	eɾudiɹ	-	eʁode	eʁudiɹ	-	erodɛrɛ	eʁodeɹ	eʁodiɹ	eʁudeɹ	aʁudeɹ
-		-1.7512073253103952	-	eroɡatsione	-		-	erɔɡatɪonɛm	eroɡatsione			eroɡatsiona
eɾoɣaɾ	eroɣare	-2.4260885013371185	-	eroɡare	-	eɾoɡare	-	erɔɡarɛ	eroɣaɾe	eroɡare	eroɡaɾe	eɾʊmɡara
-		-1.4094379124341003	-	errabondo	-		-	ɛrrabʊndʊm	errabondo			errabondʊm
ʝero	eʁrare	-4.917906563779492	ɨʁaɹ	errare	ɛʁe	eʁrore	-	ɛrrarɛ	ɛʁrare	ɛʁrore	ɛʁrɹre	ɛʁrarʊm
eroɾ	eɾɔaɾe	-4.2402645549882125	-	-	ɛʁœʁ	eɾɔɾɾe	eɾɔaɾe	ɛrrorɛm	eɾœʁɾe	eɾɔʁɾe	eɾœaɾe	eɾœʁɾa
-		-1.5282515005814985	-	erudire	-		-	erʊdirɛ	erudire			erudrea
-	eʁɔmʁere	-2.4337620228379064	-	erompere	eʁɔ̃pʁ	eʁopʁere	-	erʊmpɛrɛ	eʁɔmpere	eʁɔpʁere	eʁɔppere	eʁɔmper
eskulɛnto		-1.4607312068216507	-	eskulɛnto	-		-	eskʊlɛntʊm	eskulɛnto			eskulɛntʊm
etoloxia	etolodiia	-2.442464367883586	-	etolodʒia	etoloʒi	etolodiaa	-	etʰɔlɔɡɪam	etoloʒiaa	etoloʒiia	etoloxiia	etʊmlʊmʒia
eʊkaɾistia	eʊkʁɾittia	-2.409260036932778	eʊkɐɾiʃtiɐ	-	økaʁisti	eʊkʁɾittiɐ	-	ɛʊkʰarɪstɪam	eʊkʁɾistia	eʊkʁɾistiɐ	eʊkʁɾiʃtia	ʊkʁɾistia
-		-1.5594379124341002	-	evɔnimo	-		-	ɛʊonymɔn	evɔnimo			evɔnimʊm
-		-1.606893248584813	-	zvaɡare	-		-	ewaɡari	zvaɡare			zvaɡara
desβaneθeɾ	dvanwneθeɾ	-5.247825741919744	dɨʒvɐnɨseɹ	zvanire	evanwiʁ	dvanineθeɾ	-	ewaneskɛrɛ	dvanwneθeɹ	dvanwneseɾ	dvanwneseɹ	dvanwnɨθeɹ
eβaŋxeliko		-1.7936559915181172	-	-	-		-	ewaŋɡɛlɪkʊm	eβaŋxeliko			eβaŋxelekʊm
eβaŋxeljo		-1.7147984280919266	-	-	-		-	ewaŋɡɛlɪʊm	eβaŋxeljo			eβaŋeljʊm
-		-2.0272209480904837	evɨɾəsoɹ	-	-		-	ewɛrsorɛm	evɨɾəsoɹ			evɨɾəsoɹ
-		-2.13258146374831	evɨɾəteɹ	-	-		-	ewɛrtɛrɛ	evɨɾəteɹ			evɨɾəteɹ
desβelaɾ	evɛjeleɾ	-3.7145024449130872	-	zveʎare	evɛje	evɛʎereɾ	-	ewɪɡɪlarɛ	evɛjelaɾ	evɛjereɾ	evɛjeraɾ	ovɛjelaɾ
-	eviŋdʃeɹe	-4.245848938432829	eveɪŋseɹ	evintʃere	evɛ̃se	eviŋdʃere	eviŋdʒe	ewɪŋkɛrɛ	eviŋdsere	eviŋdʒeɹe	eviŋdʒere	eviŋdser
-		-1.606893248584813	-	evirare	-		-	ewɪrarɛ	evirare			evirara
eβokaθjon	evokasjɔnne	-3.978137006724473	evukɐsɐ̃ʊ̃	evokatsione	evokasjɔ̃	evokasjinne	-	ewɔkatɪonɛm	evokasjɔone	evokasjione	evokasjoone	evokasjiʊmna
eβoluθjon	evolutsɔone	-4.6254692548410095	evulusɐ̃ʊ̃	evolutsione	evolysjɔ̃	evolutsɔene	evolutsje	ewɔlutɪonɛm	evolutsjone	evolutsjene	evolutsjnne	avulutsjana
eβoluθjonaɾ	evolvejenaɾ	-5.633908519135486	evulveɹ	evolvere	evolye	evolvejonaɾ	evolwa	ewɔlwɛrɛ	evolverenaɾ	evolveɹenaɾ	evolveronaɾ	evolvejʊmna
-		-1.4594379124341004	-	-	evylɡe		-	ewʊlɡarɛ	evylɡe			avylɡa
eksaθeɾβaθjon	ezzaseʁbasjɔnne	-5.162617816143488	ezɐseɾəbɐsɐ̃ʊ̃	ezatʃerbatsione	ɛɡzasɛʁbasjɔ̃	ezzaseʁbasjinne	-	ɛksakɛrbatɪonɛm	ezzaseʁbasjɔone	ezzaseʁbasjione	ezzaseʁbasjoone	azzaseʁbasjona
eksakθjon	ɛɡzakθjon	-2.5333191075197123	-	-	ɛɡzaksjɔ̃	ɛɡsaksjɔn	-	ɛksaktɪonɛm	ɛɡzaksjɔn	ɛɡzaksjon	ɛɡzakθjɔn	ɛɡzakθjʊm
eksaxeɾaθjon	ezzaʒeʁasjɔnne	-4.8272564776485565	ezɐʒeɾɐsɐ̃ʊ̃	ezadʒeratsione	ɛɡzaʒeʁasjɔ̃	ezzaʒeʁasjinne	-	ɛksaɡɡɛratɪonɛm	ezzaʒeʁasjɔone	ezzaʒeʁasjione	ezzaʒeʁasjoone	ezzaʒeʁasjɔna
-		-1.571956841931875	-	ezadʒitare	-		-	ɛksaɡɪtarɛ	ezadʒitare			ezadʒitrea
ensajo	esɛajoʊ	-5.08212289357679	eɪŋsaɪʊ	sadʒʒo	esɛ	esɛʒaoʊ	-	ɛksaɡɪʊm	esɛʒʒoʊ	esɛʒjoʊ	esɛaʒoʊ	esɛaʒʊm
-		-1.5282515005814985	-	ʃalbare	-		-	ɛksalbarɛ	ʃalbare			ʃalbrea
eksaltaɾ	eɡzalteɾ	-2.5542327112802914	-	ezaltare	ɛɡzalte	eɡzaltrɾ	-	ɛksaltarɛ	eɡzaltae	eɡzaltre	eɡzaltee	ɛɡzaltaa
eksaminaɾ	eɡzaminee	-3.148426200163488	ezɐminaɹ	ezaminare	ɛɡzamine	ezzaminaɾ	eɡzamina	ɛksamɪnarɛ	eɡzaminae	eɡzaminaɾ	ezzaminae	eɡzamina
eksanime		-2.071956841931875	-	-	-		-	ɛksanɪmɛm	eksanime			eksanime
eksaspeɾaθjon	ezzaspeɐasjone	-4.331753652797644	ezɐʃpeɾɐsɐ̃ʊ̃	ezasperatsione	ɛɡzaspeʁasjɔ̃	ezzaseeʁasjone	-	ɛksaspɛratɪonɛm	ezzaspeɾasjone	ezzaspeʁasjone	ezzaspeaasjone	azzaspeɾasona
-		-1.571956841931875	-	ezautorare	-		-	ɛksaʊktorarɛ	ezautorare			ezautrarea
-	ɛɡzodere	-2.5010464522925453	-	ezaudire	ɛɡzose	ɛɡzusere	-	ɛksaʊdirɛ	ɛɡzosire	ɛɡzodire	ɛɡzosere	ɛɡzadira
-		-1.3594379124341003	-	-	-		zbea	ɛksbɪbɛrɛ	zbea			zvea
eksθelɛnθja	eksɛllsɛθjsa	-4.773673657552651	eʃsɨleɪŋsjɐ	etʃʃellɛntsa	ɛksɛlɑ̃s	eksɛllsɛθjaa	-	ɛkskɛllɛntɪam	eksɛllsɛnjsa	eksɛllsɛnjɐa	eksɛllsɛnjaa	ɛksɛllsɛnjsa
-	eksʃleɹere	-3.592357887123314	eʃsɨleɹ	etʃʃɛllere	ɛksɛle	eksɨlelere	-	ɛkskɛllɛrɛ	eksɛlelere	eksɛleɹere	eksʃlelere	aksɛllera
eksθelso	etʃθɛlso	-2.2445782737196893	-	etʃʃɛlso	-	etsʃɛlso	-	ɛkskɛlsʊm	etʃʃɛlso	etʃθelso	etʃʃelso	etsʃɛlsʊm
ekskɾetaɾ	ekskɾeteɾ	-2.92709226810073	eskɹɨtaɹ	-	ɛkskʁete	ekskʁetɹɾ	-	ɛkskɛrnɛrɛ	ekskɾetaɾ	ekskʁetaɾ	ekskʁeteɾ	akskɾeta
eksθesiβo	eksɛsifioo	-3.80298699375721	eʃsɨsivʊ	etʃʃessivo	ɛksɛsif	eksɛsifβoo	-	ɛkskɛssɪwʊm	eksɛsifivo	eksɛsifβvo	eksɛsifʊvo	eksɛsfivʊm
-		-1.4594379124341004	-	-	ɛksize		-	ɛkskɪdɛrɛ	ɛksize			ɛksiza
eksθepptwaɾ	etʃʃepitwaɾ	-2.5298240006517707	-	etʃʃepire	-	etʃʃeppreaɾ	-	ɛkskɪpɛrɛ	etʃʃepireaɾ	etʃʃepirwaɾ	etʃʃepiteaɾ	etʃʃepprea
eksθisjon		-1.7984484573788515	-	-	-		-	ɛkskisɪonɛm	eksθisjon			eksθisjʊm
eksθitaɾ	ɛksiieaɾ	-2.011425593016979	-	-	ɛksite	ɛksθteaɾ	-	ɛkskɪtarɛ	ɛksiteaɾ	ɛksiitaɾ	ɛksittaɾ	ɛksipta
-	eskludʁre	-3.2070970376883983	eskluiɹ	eskludere	ɛksklyʁ	eskludere	-	ɛkskludɛrɛ	eskluyʁre	eskluyɹre	eskluyere	eskluyer
eksklusiβo		-1.821956841931875	-	-	-		-	ɛksklusiwʊm	eksklusiβo			ekskusiβʊm
-	ɛkskoʒitassione	-2.886240872801137	-	eskodʒitatsione	ɛkskoʒitasjɔ̃	ɛkskoʒitatjɔone	-	ɛkskoɡɪtatɪonɛm	ɛkskoʒitasjɔone	ɛkskoʒitasjione	ɛkskoʒitassɔone	ɛkskoʒptasiona
-	ɛkskdʒitere	-2.1646152074762366	-	eskodʒitare	ɛkskoʒite	ɛksooʒitere	-	ɛkskoɡɪtarɛ	ɛkskoʒitare	ɛkskoʒitere	ɛkskdʒitare	ɛkskoʒptara
eskoθeɾ	skɔatee	-2.828073625080176	-	-	-	skɔaθʃe	skɔatʃe	ɛkskɔkwɛrɛ	skɔatʃe	skɔateɾ	skɔatʃɾ	skɔatea
eskoɾjaɾ	ekkooiaee	-4.948949495128873	ʃkuɾiaɹ	eskoriare	ɛkskoʁje	ekkooʁaee	-	ɛkskɔrɪarɛ	ekkooʁaɾe	ekkooiare	ekkooʁare	ekkaʊiara
ekskɾemɛnto	ekskremɛnto	-2.9672561747094437	-	eskremento	ɛkskʁemɑ̃	ekskremnnto	ekskrement	ɛkskremɛntʊm	ekskremento	ekskremɑnto	ekskʁemento	ekskʁementʊm
eskuriɾ	skuɾeeɾe	-3.919154313393542	ʃkuʁeɹ	skɔrrere	-	skuɾeere	skuɾe	ɛkskʊrrɛrɛ	skuɾeiɾe	skuɾeire	skuɾeɹre	skuɾer
ekskuɾsjon	ekskursjɔn	-4.4895229262535405	eʃkuɾəsɐ̃ʊ̃	eskursione	ɛkskyʁsjɔ̃	ekskursjee	ekskursje	ɛkskʊrsɪonɛm	ekskursjɔe	ekskursjne	ekskursjen	ekskursjiʊm
-		-1.9074626349610606	-	skorso	-		skurs	ɛkskʊrsʊm	skorso	skurso		skursa
ekskusaθjon	skuzatsiooe	-2.4339753651459066	-	skuzatsione	-	skuzatsijne	-	ɛkskusatɪonɛm	skuzatsione	skuzatsionn	skuzatsioon	skuzatsiʊmna
eskoðaɾ	eskuteɹe	-3.8854094905278433	eʃkutiɹ	eskutere	-	eskutere	skɔate	ɛkskʊtɛrɛ	eskutaɾe	eskutare	eskuteɾe	eskutae
exemplaɾ	eɡeɑplɛʁɹ	-4.222744036743798	ezeɪmplaɹ	-	ɛɡzɑ̃plɛʁ	eɡeɑplɛɾɹ	-	ɛksɛmplar	eɡeɑplɛaɹ	eɡeɑplaʁɹ	eɡeɑplaɾɹ	ɛɡeɑplɛaɹ
-	eɡzemllar	-3.8233185951623323	ezeɪmplaɹ	ezemplare	ɛɡzɑ̃plɛʁ	eɡzemllae	eɡzemplar	ɛksɛmplarɛm	eɡzemplar	eɡzemplae	eɡzemplaɹ	eɡzempae
eksiɾ	jeʃrɾ	-5.951702604732823	-	uʃire	isy	jeʃre	jeʃʲ	ɛksirɛ	jeʃie	jeʃʲe	jeʃʲɾ	eʃʲe
exeɾθeɾ	ezeɾθsere	-4.703638526860043	ezɨɾəseɹ	ezertʃire	ɛɡzɛʁse	ezeɾtsere	-	ɛksɛrkerɛ	ezeɾʁseɹe	ezeɾʁsere	ezeɾtseɹe	ezeɾʁser
exeɾθito	ezɛɾtʃitʊ	-2.740031695599532	ezɛɾəsitʊ	ezɛrtʃito	-	ezɛɾtiitʊ	-	ɛksɛrkɪtʊm	ezɛɾtʃito	ezɛɾtsito	ezɛɾtiito	ezɛɾtsitʊm
eksfoljaɾ	eksfoljeɾ	-2.064151623111857	-	-	ɛksfolje		-	ɛksfolɪarɛ	ɛksfoljeɾ	eksfoljaɾ	ɛksfoljaɾ	ɛksfʊmlja
eksalaɾ	eɡzaleɾ	-3.053406159391767	-	ezalare	ɛɡzale	eɡzalrɾ	-	ɛkshalarɛ	eɡzalae	eɡzalre	eɡzalee	ɛɡzalaa
eksaʊɾiɾ	ezauriiɾ	-3.2724546639086207	ezaʊɾiɹ	ezaurire	-	ezauriie	-	ɛkshaʊrirɛ	ezaurire	ezaurirɾ	ezauriɹe	ezauriɹa
-		-1.5594379124341002	-	-	ɛɡzeʁede		-	ɛksheredarɛ	ɛɡzeʁede			ɛɡzaʁada
eksiβiɾ	eziiiee	-3.967116888286775	ezibiɹ	ezibire	ɛɡzibe	eziiirɾ	-	ɛkshɪberɛ	eziiiie	eziiieɾ	eziiire	eziio
eksoɾtaθjon	ezzrʁtasjone	-4.726530488415547	ezuɾətɐsɐ̃ʊ̃	ezortatsione	ɛɡzɔʁtasjɔ̃	ezzɔttasjone	-	ɛkshɔrtatɪonɛm	ezzɔʁtasjone	ezzɔɾtasjone	ezzɔətasjone	ezɔɾtasjona
eksoɾtaɾ	ezzɔʁtaɹ	-4.300793717043588	ezuɾətaɹ	ezortare	ɛɡzɔʁte	ezzɔttaɾ	-	ɛkshɔrtari	ezzɔʁtae	ezzɔttae	ezzɔʁtaɾ	ezzɔptaa
eksixiɾ	eziiʒere	-3.9130455978839382	eziʒiɹ	ezidʒere	ɛɡziʒe	eziiʒɹre	-	ɛksɪɡɛrɛ	eziiʒiɾe	eziiʒire	eziiʒeɾe	ezɛiʒira
eksiɣwo	eziiɡʊo	-3.4255331575389523	eziɡuʊ	eziɡwo	ɛɡziɡy	eziiwyo	-	ɛksɪɡwʊm	eziiɡwo	eziiɡyo	eziiɡoo	ezɛiɡwʊm
-		-2.1649030205422646	ezilɨ	-	-		-	ɛksilɛm	ezilɨ			ezilɨ
eksistɛnθja	ɛɡzistɛnθja	-2.203913345123934	-	-	ɛɡzistɑ̃s	ɛɡsistɑsθja	-	ɛksɪstɛntɪam	ɛɡzistɑsθja	ɛɡzistɑnθja	ɛɡzistɛsθja	ɛɡzistɑnθa
eksistiɾ	eɡzistie	-2.5773815835300655	-	ezistere	ɛɡziste	eɡzistrɾ	-	ɛksɪstɛrɛ	eɡzistee	eɡzistre	eɡzisteɾ	ezistea
-		-1.6724960484012372	-	ezitsjale	-		-	ɛksɪtɪalɛm	ezitsjale			ezitsjala
-		-1.5094379124341002	-	ezitsio	-		-	ɛksɪtɪʊm	ezitsio			ezitsio
eksito	ezitto	-2.4692547023190787	ezitʊ	ɛzito	-	eziioo	-	ɛksɪtʊm	ezitʊo	eziito	ezitoo	ezitʊm
-		-2.3972384011852013	-	-	ɛɡzoʁasjɔ̃		-	ɛksoratɪonɛm	ɛɡzoʁasjɔ			ɛɡzoʁasjɔ
-		-1.53258146374831	-	ezordire	-		-	ɛksɔrdiri	ezordire			ezordrea
ekspandiɾ	epɑdʁereɾ	-5.66740415679533	eʃpɐ̃ŋdiɹ	spandere	epɑ̃dʁ	epɑdʁerɹɾ	-	ɛkspandɛrɛ	epɑdʁediɾ	epɑdʁeriɾ	epɑdʁedeɾ	epɑdedeɾ
ekspeðiɾ	ekspedjɾ	-3.0514077171596394	eʃpɨdiɹ	spedire	ɛkspedje	ekspedeɾ	-	ɛkspɛdirɛ	ekspedie	ekspedje	ekspedee	ekspedia
ekspendeɾ	epɛndndeɹ	-3.6541635780817536	eʃpeɪŋdeɹ	spɛndere	-	epɛndŋdeɾ	-	ɛkspɛndɛrɛ	epɛndedeɾ	epɛndedeɹ	epɛndndeɾ	epondedeɹ
eksplanaθjon	eksplanaθʊon	-3.1106636016105815	esplɐnɐsɐ̃ʊ̃	-	-	eksplansθjon	-	ɛksplanatɪonɛm	eksplanaɐjon	eksplanaɐʊon	eksplanaθjon	ekspansθjʊmn
eksplanaɾ	eksplaaaɾ	-2.5527689385369223	esplɐnaɹ	-	-	eksplaaɹɾ	-	ɛksplanarɛ	eksplanaɾ	eksplnnaɾ	eksplanɹɾ	ekspanaɾ
eksplikaθjon	eksplikasjjne	-4.247891658567274	esplikɐsɐ̃ʊ̃	esplikatsione	ɛksplikasjɔ̃	eksplikassone	eksplikatsje	ɛksplɪkatɪonɛm	eksplikasjone	eksplikasjɔne	eksplikasjoee	ekspikasjona
eksploɾaðoɾ	eksploɾaoɹɾ	-2.890701562767597	espluɾɐdoɹ	-	-	eksploɾaðɹɾ	-	ɛksploratorɛm	eksploɾaðoɾ	eksploɾaooɾ	eksploɾdðoɾ	ekspaʊɾdðoɾ
ekspoljaɾ		-1.5484484573788515	-	-	-		-	ɛkspɔlirɛ	ekspoljaɾ			ekspʊmlja
eksponeɾ	ekspuneɾ	-4.75389080047418	ɨʃpoɹ	espɔrre	ɛkspoze	eksprneɾ	ekspune	ɛksponɛrɛ	eksponeɾ	ekspozeɾ	eksporeɾ	ekspora
ekspoɾtaθjon	ekspɔttasjone	-4.253939742647864	eʃpuɾətɐsɐ̃ʊ̃	esportatsione	ɛkspɔʁtasjɔ̃	eksprʁtasjone	-	ɛkspɔrtatɪonɛm	ekspɔɾtasjone	ekspɔʁtasjone	ekspɔətasjone	ekspɔɾtasjana
ekspɾemiɾ	ekspiimeɾ	-3.364751884456809	espɹimiɹ	esprimere	ɛkspʁime	ekspiimaɾ	eksprima	ɛksprɪmɛrɛ	ekspiimae	ekspiimee	ekspiimre	ekspaimea
-		-1.8147984280919265	espɹubɹaɹ	-	-		-	ɛksprobrarɛ	espɹubɹaɹ			espɹubɹaɹ
-		-1.5433394641097815	-	espuɲatsione	-		-	ɛkspʊŋnatɪonɛm	espuɲatsione			espuɲatsiona
