ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT	parsimony_proto1	parsimony_proto2	parsimony_proto3	parsimony_proto4	parsimony_proto5
diskretsje	diskʁesjɔ̃	diskretsione	diskɾeθjon	diʃkɹɨsɐ̃ʊ̃	dɪskretɪonɛm	diskretsjene	diskretsjone	diskretsjnne	diskretsɔene	diskretsɔone
-	diskʁiminasjɔ̃	diskriminatsione	diskɾiminaθjon	diʃkɹiminɐsɐ̃ʊ̃	dɪskrimɪnatɪonɛm	diskʁiminasjɔone	diskʁiminasjɔnne	diskʁiminasjione	diskʁiminasjinne	diskʁiminasjoone
-	-	diskɔrrere	diskuriɾ	diʃkuʁeɹ	dɪskʊrrɛrɛ	diskurrere	diskurrɾre	diskurrɹre	diskuriere	diskuriɾre
diskursiv	diskyʁsif	diskorsivo	diskuɾsiβo	diʃkuɾəsivʊ	dɪskʊrsiwʊm	diskursivoʊ	diskuɾsivoʊ	diskursivvʊ	diskuɾsivvʊ	diskursifoʊ
-	-	-	diskuɾso	diʃkuɾəsʊ	dɪskʊrsʊm	diskuɾsoʊ	diskuɾssʊ	diskuɾəoʊ	diskuɾəsʊ	diʃkuɾsoʊ
-	dizɛʁ	dizɛrto	diseɾto	dizɛɾətʊ	dɪsɛrtʊm	dizɛɾtoʊ	dizɛɾttʊ	dizɛɾəoʊ	dizɛʁtoʊ	dizɛrtoʊ
-	-	-	desetʃaɾ	-	dɪsɪɛktarɛ	desetʃaɾ				
-	-	-	-	diʃpɐɹ	dɪsparɛm	diʃpɐɹ				
dispəɾea	dispaʁɛtʁ	disparire	-	-	dɪsparerɛ	dispaɾeaʁ	dispaɾeae	dispaɾetʁ	dispaɾete	dispaɾerʁ
-	-	-	dispaɾaɾ	diʃpɐɾaɹ	dɪspararɛ	dispaɾaɾ	dispaɾaɹ	dispɐɾaɾ	dispɐɾaɹ	diʃpaɾaɾ
despərtsʲi	-	dispartire	despaɾtiɾ	diʃpɐɾətiɹ	dɪspartirɛ	despartiʲi	despartiʲe	despartiʲɹ	despartiri	despartire
-	depɑ̃se	dispensare	dispensaɾ	-	dɪspensarɛ	dispensare	dispensaɾe	dispeesare	dispeesaɾe	dispsnsare
-	-	dispɛrdere	-	-	dɪspɛrdɛrɛ	dispɛrdere				
-	dɛspeʁiʁ	disperire	despeɾeθeɾ	-	dɪspɛrirɛ	dɛspeʁiʁeɾ	dɛspeʁireɾ	dɛspeʁiθeɾ	dɛsperiʁeɾ	dɛsperireɾ
-	dispɛʁse	dispɛrdʒere	despeɾxiɾ	-	dɪspɛrɡɛrɛ	dispɛʁseere	dispɛʁseɾre	dispɛʁsʒere	dispɛʁsʒɾre	dispɛʁsiere
-	deplwaje	dispjeɡare	despleɣaɾ	deʃpɹɨɡaɹ	dɪsplɪkarɛ	despweɡare	despweɡaɾe	despweɡaɹe	despjeɡare	despjeɡaɾe
dispune	dispoze	dispɔrre	disponeɾ	diʃpoɹ	dɪsponɛrɛ	disponee	disponeɾ	dispozee	dispozeɾ	disporee
-	dispozisjɔ̃	dispozitsione	disposiθjon	-	dɪspɔsɪtɪonɛm	dispozisjɔone	dispozisjɔnne	dispozisjione	dispozisjinne	dispozisjoone
-	diskizisjɔ̃	diskwizitsione	diskisiθjon	-	dɪskwisitɪonɛm	diskizisjɔione	diskizisjɔnone	diskizisjsione	diskizisjsnone	diskizisjoione
diseka	diseke	dissekare	disekaɾ	disɨkaɹ	dɪssɛkarɛ	disekaare	disekaɾre	disekaɹre	disekeare	disekeɾre
-	disemine	disseminare	diseminaɾ	disɨminaɹ	dɪssemɪnarɛ	diseminaare	diseminaɾre	diseminaɹre	disemineare	disemineɾre
-	-	dissɛnso	disɛnso	-	dɪssensʊm	dissɛnso	dissɛnoo	dissɛsso	dissɛsoo	dissnnso
-	-	-	-	diseɪŋtiɹ	dɪssɛntirɛ	diseɪŋtiɹ				
-	-	-	diseɾtaθjon	-	dɪssɛrtatɪonɛm	diseɾtaθjon				
-	-	dissimile	disimil	disimil	dɪssɪmɪlɛm	disimille	disimiile	disimmlle	disiiille	dissmille
-	disimylasjɔ̃	dissimulatsione	-	-	dɪssɪmʊlatɪonɛm	disimylasjɔione	disimylasjsione	disimylastɔione	disimylastsione	disimylaajɔione
-	disudʁ	-	-	-	dɪssɔlwɛrɛ	disudʁ				
-	disone	dissonare	disonaɾ	disunaɹ	dɪssɔnarɛ	disonaare	disonaɾre	disonaɹre	disoneare	disoneɾre
-	disyade	dissuadere	diswaðiɾ	disuɐdiɹ	dɪssʊaderɛ	disyadiere	disyadiɾre	disyadiɹre	dissadiere	dissadiɾre
-	distɑ̃dʁ	distɛndere	distendeɾ	diʃteɪŋdeɹ	dɪstɛndɛrɛ	distendere	distenderɹ	distendeɾe	distendeɾɹ	distendeee
-	distilasjɔ̃	distillatsione	-	-	dɪstɪllatɪonɛm	distilasjɔione	distilasjsione	distilastɔione	distilastsione	distilaajɔione
distinkt	distɛ̃	distinto	distinto	diʃtiŋtʊ	dɪstɪŋktʊm	distinto	distintt	distintʊ	distinko	distiŋto
destɔartʃe	distɔʁdʁ	distɔrtʃere	destoɾθeɾ	diʃtuɾəseɹ	dɪstɔrkwerɛ	distɔɾrteee	distɔɾrtere	distɔɾrteɹe	distɔɾrʁeee	distɔɾrʁere
distorsjune	distɔʁsjɔ̃	distorsione	distoɾsjon	diʃtuɾəsɐ̃ʊ̃	dɪstɔrtɪonɛm	distorsjone	distoɾsjone	distorsjune	distorsjɔne	distorsjɐne
distraktsie	distʁaksjɔ̃	distratsione	distɾakθjon	diʃtɹɐsɐ̃ʊ̃	dɪstraktɪonɛm	distraksjone	distraksjoee	distraksjine	distraksjɔne	distrakssone
distra	distʁɛʁ	distrarre	distɾaeɾ	diʃtɹɐiɹ	dɪstrahɛrɛ	distraʁre	distraʁɾe	distraʁɹe	distrarre	distrarɾe
distrikt	distʁikt	distretto	-	diʃtɹitʊ	dɪstrɪktʊm	distrikto	distritto	distʁikto	distʁitto	distɹikto
-	distyʁbe	disturbare	distuɾβaɾ	diʃtuɾəbaɹ	dɪstʊrbarɛ	distuɾbare	distuɾbarɹ	distuɾbaɾe	distuɾbaɾɹ	distuɾbaae
-	ʒuʁnal	dʒornale	-	diuɾənɑl	dɪʊrnalɛm	duʁnalle	duʁnalll	duʁnalɑe	duʁnalɑl	duʁnaale
-	-	divɛrbio	-	-	diwɛrbɪʊm	divɛrbio				
-	divɛʁtiʁ	divertire	diβeɾtiɾ	divɨɾətiɹ	diwɛrtɛrɛ	diveɾtiʁe	diveɾtiʁɹ	diveɾtire	diveɾtirɹ	diveɾtiɾe
-	-	-	-	dɨvɐsaɹ	diweksarɛ	dɨvɐsaɹ				
-	divinasjɔ̃	divinatsione	-	-	diwinatɪonɛm	divinasjɔone	divinasjione	divinassɔone	divinassione	divinatjɔone
-	dəvine	divinare	diβinaɾ	ɐdiviɲaɹ	diwinarɛ	divinare	divinarɹ	divinaɾe	divinaɾɹ	divinaae
-	divylɡasjɔ̃	divulɡatsione	diβulɣaθjon	divuwɡɐsɐ̃ʊ̃	diwʊlɡatɪonɛm	divulɡasjɔone	divulɡasjɔnne	divulɡasjione	divulɡasjinne	divulɡasjoone
-	divylɡe	divulɡare	diβulɣaɾ	-	diwʊlɡarɛ	divulɡare	divulɡaɾe	divulɡere	divulɡeɾe	divulɣare
doktor	dɔktœʁ	dottore	doktoɾ	duwtoɹ	dɔktorɛm	doktore	doktoʁe	doktoɾe	doktoɹe	dottore
-	-	dɔʎo	-	-	dolɪʊm	dɔʎo				
duɾa	dole	-	dolaɾ	-	dɔlarɛ	dolaɾ	doleɾ	doɾaɾ	dulaɾ	doɾeɾ
duɾuɾos	duluʁø	dolorozo	doloɾoso	duluɾozʊ	dɔlorosʊm	duluɾoso	duluɾozo	duluɾosʊ	duluɾozʊ	duloɾoso
-	-	dolozita	-	-	dɔlosɪtatɛm	dolozita				
-	-	dolozo	doloso	dulozʊ	dɔlosʊm	dolozo	dolozʊ	doloso	dulozo	dolosʊ
dor	dœj	duɔlo	dwelo	dɔ	dɔlʊm	dorlo	dojlo	doɔlo	doelo	dœrlo
domestik	domɛstik	domɛstiko	domestiko	dumɛʃtikʊ	dɔmɛstɪkʊm	domɛstiko	domɛstikʊ	domestiko	domestikʊ	domɛʃtiko
domitʃiliw	domisil	domitʃilio	domiθiljo	dumisiljʊ	dɔmɪkɪlɪʊm	domitilliw	domitillio	domitiljiw	domitiljio	domisilliw
-	-	domenikale	dominikal	-	dɔmɪnɪkalɛm	domenikale	dominikale			
-	domɛn	dominio	dominjo	duminjʊ	dɔmɪnɪʊm	dominjo	dominjʊ	dominio	dominiʊ	domɛnjo
-	-	domare	domaɾ	dumaɹ	dɔmarɛ	domare	domaɾe	domaɹe	dumare	dumaɾe
-	dɔ̃	dono	don	doŋ	donʊm	dono	doŋo	dɔno	dɔŋo	
dormita	-	-	doɾmitaɾ	duɾəmitaɹ	dɔrmitarɛ	doɾmitaɾɹ	doɾmitaaɹ	doɾmittɾɹ	doɾmittaɹ	doɾmiiaɾɹ
dormitor	dɔʁtwaʁ	dormitɔrio	doɾmitoɾjo	duɾəmitɔɾjʊ	dɔrmitorɪʊm	dormitorioʊ	dormitorjoʊ	dormitorɾoʊ	doɾmitorioʊ	doɾmitorjoʊ
-	dotasjɔ̃	dotatsione	dotaθjon	-	dotatɪonɛm	dotasjɔone	dotasjɔnne	dotasjione	dotasjinne	dotasjoone
dota	dwe	dotare	dotaɾ	dutaɹ	dotarɛ	dotare	dotaɾe	dotaɹe	dwtare	dwtaɾe
-	-	-	dɾakonθjo	-	drakɔntɪʊm	dɾakonθjo				
drapel	dʁapo	drappɛllo	tɾapo	tɹapʊ	drappʊm	drapolllo	drapoɛllo	drapelllo	drapeɛllo	drapplllo
-	-	dubbjeta	-	-	dʊbɪɛtatɛm	dubbjeta				
dubjos	-	-	-	-	dʊbɪosʊm	dubjos				
-	dybitasjɔ̃	dubitatsione	-	-	dʊbɪtatɪonɛm	dybitasjɔone	dybitasjione	dybitassɔone	dybitassione	dybitatjɔone
dubita	dute	dubitare	duðaɾ	duvidaɹ	dʊbɪtarɛ	dubitare	dubitaɹe	dubiɾare	dubiɾaɹe	dubidare
dubiw	-	dubbio	duða	dubjʊ	dʊbɪʊm	dubiwo	dubiio	dubiʊo	dubbwo	dubbio
dukat	dyʃe	dukato	dukaðo	dukadʊ	dʊkatʊm	dukato	dukatʊ	dukaðo	dukado	dukaðʊ
-	-	duetʃɛnto	dosθjɛntos	duzeɪŋtʊʃ	dʊkɛntos	duetʃɛntos	duetjɛntos	duetɪɛntos	dueθʃɛntos	dueθjɛntos
-dutʃe	-dyiʁ	-dutʃere	-	-duziɹ	dukɛrɛ	-dutʃere	-dutʃɹre	-dutʁere	-dutiere	-duiʃere
duʃ	duʃ	dotʃʃa	dutʃa	-	dʊktɪonɛm	duʃʃʃa	duʃʃaa	dutʃʃa	dutʃaa	doʃʃʃa
dukt	-dyi	dɔtto	dukto	dutʊ	dʊktʊm	dukto	dutto	duyto	dukio	dukʊo
-	-	dulkamaɾa	dulkamaɾa	-	dulkamaram	dulkamaɾa				
-	-	-	-	duwsifɨɾʊ	dʊlkɪfɛrʊm	duwsifɨɾʊ				
-	dylsifje	doltʃifikare	dulθifikaɾ	duwsifikaɹ	dʊlkɪfɪkarɛ	dulsifikaare	dulsifikaɾre	dulsifikaɹre	dulsifikkare	dulsifikkɾre
-	-	-	-	duwsilukwʊ	dʊlkɪlɔkwʊm	duwsilukwʊ				
-	-	-	dulθisono	duwsisunʊ	dʊlkɪsɔnʊm	dulθisono	dulθisonʊ	dulθisuno	dulθisunʊ	dulsisono
-	-	doltʃitudine	dulθeðumbɾe	-	dʊlkɪtudɪnɛm	doltʃitudine	doltʃitudiee	doltʃitudɾne	doltʃitudɾee	doltʃitubine
dulkɔaɾe	dusœʁ	-	-	-	dʊlkorɛm	dulkɔaɾe	dulkʁaɾe	dulœɔaɾe	dulœʁaɾe	duskɔaɾe
-	-	duplitʃe	-	-	dʊplɪkɛm	duplitʃe				
dublu	dubl	doppio	doβlo	dobɹʊ	dʊplʊm	dobluo	doblio	dobloo	doblʊo	dubluo
-	dyʁasin	duratʃina	-	duɾazjʊ	durakɪnʊm	duʁasinna	duʁasiina	duʁasiʊna	duʁasʃnna	duʁasʃina
-	dyʁamɛn	-	-	-	duramɛn	dyʁamɛn				
-	-	duratsione	duɾaθjon	duɾɐsɐ̃ʊ̃	duratɪonɛm	duɾatsione	duɾatsinne	duɾatsoone	duɾatsonne	duɾatsʊone
duɾa	dyʁe	durare	duɾaɾ	duɾaɹ	durarɛ	duɾare	duɾaɾe	duɾaɹe	duʁare	duʁaɾe
dur	dyʁ	duro	duɾo	duɾʊ	durʊm	duro	duɾo	durʊ	duɾʊ	duʁo
-	ivwaʁ	avɔrio	eβoɾeo	-	ɛbɔrɛʊm	ivwaʁo	ivwaio	ivwaeo	ivwrʁo	ivwrio
-	ivʁɛ	ubriako	embɾiaɣo	eɪmbɹiaɡʊ	ebrɪakʊm	evʁɛakooʊ	evʁɛakoɡʊ	evʁɛakɣoʊ	evʁɛakɣɡʊ	evʁɛakaoʊ
-	ebʁiete	-	-	ebɹiɨdadɨ	ebrɪɛtatɛm	ebʁietedɨ	ebʁietadɨ	ebʁiededɨ	ebʁiedadɨ	ebʁiɨtedɨ
-	ivʁ	ɛbbro	eβɾio	ɛbrjʊ	ebrɪʊm	ɛbʁro	ɛbʁio	ɛbʁjo	ɛbbro	ɛbbio
-	jɛbl	ebbio	-	ɛbulʊ	ɛbʊlʊm	jbblo	jbblʊ	ebblo	ebblʊ	ɛbblo
ivoɾiw	ivwaʁ	avɔrio	eβoɾe	-	ɛbʊr	ivoɾiw	ivoɾio	ivoɾʁw	ivoɾʁo	ivoɾew
-	ebyʁneɛ̃	eburnɛo	eβuɾneo	-	ɛbʊrnɛʊm	ebuʁneo	eburneo	ebuɾneo	ebuʁneɛ	eburneɛ
-	eɡliz	kjɛza	iɣlesja	iɣɾɐʒɐ	ɛkklesɪam	iɣlizja	iɣlizɐa	iɣliaja	iɣliaɐa	iɣlisja
eklipsə	eklips	eklissi	eklipse	eklipsɨ	ɛklipsɛm	eklipsə	eklipsi	eklipse	eklipsɨ	eklissə
-	ediksjɔ̃	-	-	-	edɪktɪonɛm	ediksjɔ				
edikt	edi	editto	eðikto	editʊ	edɪktʊm	edikto	editto	edikʊo	editʊo	eðikto
-	efɛktif	-	efektiβo	ifɨtivʊ	ɛffɛktiwʊm	efɛktifo	efɛktiβo	efɛktiʊo	efektifo	efektiβo
-	efemine	effeminare	-	-	ɛffemɪnarɛ	efemineare	efeminnare	efemiieare	efemiinare	efemmneare
-	-	-	effeɾβeθeɾ	ifɨɾəvɨseɹ	ɛffɛrweskɛrɛ	effeɾβeθeɾ	effeɾβeθeɹ	effeɾβeseɾ	effeɾβeseɹ	effeɾβɨθeɾ
-	efikasite	-	efikaθiðad	-	ɛffɪkakɪtatɛm	efikasited	efikasitad	efikasiðed	efikasiðad	efikaθited
-	efikas	effikatʃe	efikaθ	-	ɛffɪkakɛm	efikastʃe	efikaatʃe	efikaθtʃe	efikkstʃe	efikkatʃe
-	efɛktye	-	efektwaɾ	-	ɛffɪkɛrɛ	efɛktyeɾ	efɛktyaɾ	efɛktweɾ	efɛktwaɾ	efektyeɾ
-	-	effindʒere	-	-	ɛffɪŋɡɛrɛ	effindʒere				
-	eflye	effluire	efluiɾ	ifluiɹ	ɛfflʊɛrɛ	efluiire	efluiɾre	efluiɹre	eflueire	eflueɾre
-	-	-	-	ʃfɹɨɡaɹ	ɛffrɪkarɛ	ʃfɹɨɡaɹ				
-	-	effondere	efundiɾ	ifũŋdiɹ	ɛffʊndɛrɛ	efuodiere	efuodiɾre	efuodiɹre	efundiere	efundiɾre
-	-	-	eɣɾesaɾ	-	eɡrɛdi	eɣɾesaɾ				
eɡredʒiu	-	eɡredʒo	-	eɡɹɛʒjʊ	eɡrɛɡɪʊm	eɡredʒiu	eɡredʒou	eɡredʒʊu	eɡredjiu	eɡredjou
-	elasjɔ̃	-	elaθjon	elɐsɐ̃ʊ̃	elatɪonɛm	elasjɔn	elasjon	elasjʊn	elasɐɔn	elasɐon
-	elɛksjɔ̃	eletsione	elekθjon	-	elektɪonɛm	eleksjone	eleksjɔne	eleksione	elekθjone	eletsjone
-	omɔ̃n	elemɔzina	limosna	ʃmɔlɐ	ɛlɛemɔsynam	omɔnɔzina	omɔnɔzana	omɔnɔnina	omɔnɔnana	omɔnszina
-	-	-	eleɣante	elɨɡɐ̃ŋtɨ	elɛɡantɛm	eleɣante	eleɣantɨ	eleɣaŋte	eleɣaŋtɨ	eleɣɐnte
-	-	elɛnko	elɛnko	eleɪŋkʊ	ɛlɛŋkʰʊm	elɛnkoʊ	elɛnkkʊ	elɛnŋoʊ	elɛɪkoʊ	elenkoʊ
-	elefɑ̃tɛ̃	elefantino	-	-	ɛlɛpʰantɪnʊm	elefɑtɛino	elefɑttino	elefɑnɛino	elefɑntino	elefatɛino
eleva	elve	elevare	eleβaɾ	elɨvaɹ	elɛwarɛ	elevare	elevaɾe	elevaɹe	eleeare	eleeaɾe
-	elide	elidere	eliðiɾ	-	elidɛrɛ	elidere	elideɾe	elidire	elidiɾe	eliðere
-	-	eliminatsione	eliminaθjon	eliminɐsɐ̃ʊ̃	elɪmɪnatɪonɛm	eliminatsione	eliminatsinne	eliminatsoone	eliminatsonne	eliminatsʊone
-	elimine	eliminare	eliminaɾ	eliminaɹ	elimɪnarɛ	eliminare	eliminaɾe	eliminaɹe	eliminere	elimineɾe
-	-	lɛsso	-	-	elɪksʊm	lɛsso				
-	ɛlips	ellissi	-	-	ɛllipsɪn	ɛlipssi	ɛliissi	ɛllpssi	ɛllissi	elipssi
-	lymiɲɔ̃	lutʃiɲolo	-	-	ɛllykʰnɪʊm	lymiɲɔolo	lymiɲɲolo	lymiiɔolo	lymiiɲolo	lymʃɲɔolo
-	elokysjɔ̃	-	-	-	elɔkʊtɪonɛm	elokysjɔ				
eloŋɡatsje	elɔ̃ɡasjɔ̃	eloŋɡatsione	eloŋɡaθjon	eluŋɡɐsɐ̃ʊ̃	elɔŋɡatɪonɛm	eloŋɡatsjene	eloŋɡatsjone	eloŋɡatsjnne	eloŋɡatsiene	eloŋɡatsione
aluŋɡa	elɔ̃ʒe	alluŋɡare	aloŋɡaɾ	ɐluŋɡaɹ	elɔŋɡarɛ	aluŋɡaare	aluŋɡaɾre	aluŋɡaɹre	alɔŋɡaare	alɔŋɡaɾre
-	-	elɔkwjo	-	-	elɔkwɪʊm	elɔkwjo				
-	elykybʁe	elukubrare	elukuβɾaɾ	elukubɹaɹ	elukʊbrarɛ	elukubʁare	elukubʁaɾe	elukubʁaɹe	elukubrare	elukubraɾe
-	elyde	eludere	eluðiɾ	eludiɹ	eludɛrɛ	eludere	eludeɾe	eludeɹe	eludire	eludiɾe
-	elye	-	eluiɾ	-	elʊɛrɛ	elyeɾ	elyiɾ	elueɾ	eluiɾ	
-	emasite	ematʃita	emaθja	-	ɛmakɪtatɛm	emasitea	emasitta	emasiiea	emasiita	emasiaea
-	emɑ̃sipasjɔ̃	emantʃipatsione	emanθipaθjon	emɐ̃ŋsipɐsɐ̃ʊ̃	emaŋkɪpatɪonɛm	emaniipsjɔsione	emaniipsjɔsnone	emaniipsjɔoione	emaniipsjɔonone	emaniipsjɔʊione
-	-	-	embolo	-	ɛmbɔlʊm	embolo				
-	emɑ̃de	emendare	emendaɾ	emeɪŋdaɹ	emɛndarɛ	emendare	emendarɹ	emendaɾe	emendaɾɹ	emendaae
-	emɛʁʒe	emɛrdʒere	emeɾxeɾ	emɨɾəʒiɹ	emɛrɡɛrɛ	emɛɾʒeere	emɛɾʒeeɹe	emɛɾʒeɾre	emɛɾʒeɾɹe	emɛɾʒeire
-	emisjɔ̃	-	-	-	emɪssɪonɛm	emisjɔ				
-	emɛtʁ	emettere	emitiɾ	-	emɪttɛrɛ	emɛtʁere	emɛtʁɾre	emɛttere	emɛttɾre	emɛtiere
-	emolymɑ̃	emolumento	emolumɛnto	emulumeɪŋtʊ	emɔlʊmɛntʊm	emolumentoʊ	emolumenttʊ	emolumenŋoʊ	emolumeɪtoʊ	emolumɑntoʊ
-	emuvwaʁ	zmuɔvere	-	-	emɔwerɛ	emuvwaʁe	emuvware	emuvweʁe	emuvwere	emuvvaʁe
-	-	-	emulxeɾ	-	emʊlɡerɛ	emulxeɾ				
-	emɔ̃de	-	-	-	emʊndarɛ	emɔde				
-	-	emundʒere	emuŋxeɾ	-	emʊŋɡɛrɛ	emundʒere	emundʒɾre	emundeere	emundeɾre	emunxʒere
-	-	enarratsione	enaraθjon	enɐʁɐsɐ̃ʊ̃	enarratɪonɛm	enarratsione	enarratsnone	enarratoione	enarratonone	enarratʊione
-	-	enkomio	enkomjo	eɪŋkɔmjʊ	ɛŋkomɪʊm	enkomioʊ	enkomjoʊ	enkommoʊ	enkomijʊ	enkomjjʊ
-	-	-	aneɣaɾ	ɐnɨɡaɹ	enɛkarɛ	aneɣaɾ	aneɣaɹ	aneɡaɾ	aneɡaɹ	anɨɣaɾ
enerva	enɛʁve	-	eneɾβaɾ	enɨɾəvaɹ	enɛrwarɛ	eneɾvaɾɹ	eneɾvaaɹ	eneɾveɾɹ	eneɾveaɹ	eneɾvvɾɹ
-	-	ɛnte	ɛnte	eɪŋtɨ	ɛns	ɛnteɨ	ɛnttɨ	ɛnŋeɨ	ɛɪteɨ	enteɨ
-	-	-	entusjasta	-	ɛntʰusɪasten	entusjasta				
-	enymeʁe	-	enumeɾaɾ	-	enʊmɛrarɛ	enymeʁeɾ	enymeʁaɾ	enymeɾeɾ	enymeɾaɾ	enumeʁeɾ
-	efɛb	-	-	-	ɛpʰebʊm	efɛb				
-	-	epiɡlɔttide	-	-	ɛpɪɡlottɪdɛm	epiɡlɔttide				
-	episkopa	veskovado	oβispaðo	biʃpadʊ	ɛpɪskɔpatʊm	episkopao	episkopdo	episkopoo	episkoaao	episkoado
epistolə	-	-	-	epiʃtulɐ	ɛpɪstɔlam	epistolə	epistolɐ	epistulə	epistulɐ	epiʃtolə
-	-	epopto	-	-	ɛpɔptʊm	epopto				
japə	-	-	ʝeɣwa	ɛɡwɐ	ɛkwam	japəa	japwa	japɐa	jaɣəa	jaɣwa
-	-	eremitiko	-	-	ɛremitɪkʊm	eremitiko				
-	-	ɛremo	ʝeɾmo	eɾəmʊ	ɛremʊm	ɛremo	ɛrɾmo	ɛrəmo	ɛeemo	ɛeɾmo
-	-	erɡastolo	eɾɣastulo	eɾəɡaʃtulʊ	ɛrɡastʊlʊm	eɾɡastoloʊ	eɾɡastuloʊ	eɾɡasttloʊ	eɾɣastoloʊ	eɾɣastuloʊ
-	eʁiʒe	ɛrdʒere	eɾɣiɾ	ɨɾəɡeɹ	erɪɡɛrɛ	eɾiʒere	eɾiʒeɹe	eɾdʒere	eɾdʒeɹe	eɾɣʒere
-	eʁode	-	-	eɾudiɹ	erodɛrɛ	eʁodeɹ	eʁodiɹ	eʁudeɹ	eʁudiɹ	eɾodeɹ
-	-	eroɡatsione	-	-	erɔɡatɪonɛm	eroɡatsione				
-	-	eroɡare	eɾoɣaɾ	-	erɔɡarɛ	eroɡare	eroɡaɾe	eroɣare	eroɣaɾe	eɾoɡare
-	-	errabondo	-	-	ɛrrabʊndʊm	errabondo				
-	ɛʁe	errare	ʝero	ɨʁaɹ	ɛrrarɛ	ɛʁrare	ɛʁrore	ɛʁrɹre	eʁrare	eʁrore
eɾɔaɾe	ɛʁœʁ	-	eroɾ	-	ɛrrorɛm	eɾɔaɾe	eɾɔʁɾe	eɾɔɾɾe	eɾœaɾe	eɾœʁɾe
-	-	erudire	-	-	erʊdirɛ	erudire				
-	eʁɔ̃pʁ	erompere	-	-	erʊmpɛrɛ	eʁɔpʁere	eʁɔppere	eʁɔmʁere	eʁɔmpere	eʁopʁere
-	-	eskulɛnto	eskulɛnto	-	eskʊlɛntʊm	eskulɛnto				
-	etoloʒi	etolodʒia	etoloxia	-	etʰɔlɔɡɪam	etoloʒiia	etoloʒiaa	etolodiia	etolodiaa	etoloxiia
-	økaʁisti	-	eʊkaɾistia	eʊkɐɾiʃtiɐ	ɛʊkʰarɪstɪam	eʊkʁɾittia	eʊkʁɾittiɐ	eʊkʁɾistia	eʊkʁɾistiɐ	eʊkʁɾiʃtia
-	-	evɔnimo	-	-	ɛʊonymɔn	evɔnimo				
-	-	zvaɡare	-	-	ewaɡari	zvaɡare				
-	evanwiʁ	zvanire	desβaneθeɾ	dɨʒvɐnɨseɹ	ewaneskɛrɛ	dvanwneθeɾ	dvanwneθeɹ	dvanwneseɾ	dvanwneseɹ	dvanineθeɾ
-	-	-	eβaŋxeliko	-	ewaŋɡɛlɪkʊm	eβaŋxeliko				
-	-	-	eβaŋxeljo	-	ewaŋɡɛlɪʊm	eβaŋxeljo				
-	-	-	-	evɨɾəsoɹ	ewɛrsorɛm	evɨɾəsoɹ				
-	-	-	-	evɨɾəteɹ	ewɛrtɛrɛ	evɨɾəteɹ				
-	evɛje	zveʎare	desβelaɾ	-	ewɪɡɪlarɛ	evɛjereɾ	evɛjeraɾ	evɛjeleɾ	evɛjelaɾ	evɛʎereɾ
eviŋdʒe	evɛ̃se	evintʃere	-	eveɪŋseɹ	ewɪŋkɛrɛ	eviŋdʒere	eviŋdʒeɹe	eviŋdʃere	eviŋdʃeɹe	eviŋdsere
-	-	evirare	-	-	ewɪrarɛ	evirare				
-	evokasjɔ̃	evokatsione	eβokaθjon	evukɐsɐ̃ʊ̃	ewɔkatɪonɛm	evokasjɔone	evokasjɔnne	evokasjione	evokasjinne	evokasjoone
evolutsje	evolysjɔ̃	evolutsione	eβoluθjon	evulusɐ̃ʊ̃	ewɔlutɪonɛm	evolutsjene	evolutsjone	evolutsjnne	evolutsɔene	evolutsɔone
evolwa	evolye	evolvere	eβoluθjonaɾ	evulveɹ	ewɔlwɛrɛ	evolverenaɾ	evolveronaɾ	evolvejenaɾ	evolvejonaɾ	evolveɹenaɾ
-	evylɡe	-	-	-	ewʊlɡarɛ	evylɡe				
-	ɛɡzasɛʁbasjɔ̃	ezatʃerbatsione	eksaθeɾβaθjon	ezɐseɾəbɐsɐ̃ʊ̃	ɛksakɛrbatɪonɛm	ezzaseʁbasjɔone	ezzaseʁbasjɔnne	ezzaseʁbasjione	ezzaseʁbasjinne	ezzaseʁbasjoone
-	ɛɡzaksjɔ̃	-	eksakθjon	-	ɛksaktɪonɛm	ɛɡzaksjɔn	ɛɡzaksjon	ɛɡzakθjɔn	ɛɡzakθjon	ɛɡsaksjɔn
-	ɛɡzaʒeʁasjɔ̃	ezadʒeratsione	eksaxeɾaθjon	ezɐʒeɾɐsɐ̃ʊ̃	ɛksaɡɡɛratɪonɛm	ezzaʒeʁasjɔone	ezzaʒeʁasjɔnne	ezzaʒeʁasjione	ezzaʒeʁasjinne	ezzaʒeʁasjoone
-	-	ezadʒitare	-	-	ɛksaɡɪtarɛ	ezadʒitare				
-	esɛ	sadʒʒo	ensajo	eɪŋsaɪʊ	ɛksaɡɪʊm	esɛʒʒoʊ	esɛʒjoʊ	esɛʒaoʊ	esɛaʒoʊ	esɛajoʊ
-	-	ʃalbare	-	-	ɛksalbarɛ	ʃalbare				
-	ɛɡzalte	ezaltare	eksaltaɾ	-	ɛksaltarɛ	eɡzaltee	eɡzalteɾ	eɡzaltre	eɡzaltrɾ	eɡzaltae
eɡzamina	ɛɡzamine	ezaminare	eksaminaɾ	ezɐminaɹ	ɛksamɪnarɛ	eɡzaminae	eɡzaminaɾ	ezzaminae	ezzaminaɾ	eɡzaminee
