word,language,top_1_transformation,top_1_score,top_2_transformation,top_2_score
deseɾθjon,spanish,deseɾθjʊmn,-5.050399767466353,deseɾθliʊmn,-5.263809285597265
dɨzɨɾəsɐ̃ʊ̃,portuguese,dɨzɨɾəsɐ̃ʊ̃,-4.91816904979427,,
deʃert,romanian,deʃert,-5.476554800720876,,
dezɛʁ,french,dezɛʁ,-5.405751624157066,dazɛʁ,-6.165464542470195
dezɛrto,italian,dezɛrtʊm,-3.810356350453358,dezɛrtʊma,-4.380553202852855
desjeɾto,spanish,deslieɾtʊm,-5.395890733436298,desjeɾtʊm,-5.523473641842907
dɨzɛɾətʊ,portuguese,dɨzɛɾətʊ,-5.3290538796202735,,
dɛsɛʁviʁ,french,dɛsɛʁviʁ,-1.9094379124341003,,
dɛsikasjɔ̃,french,dɛsikasjɔ̃,-4.0597544869815,dɛsikasliɔ̃,-4.109754486981501
dissekkatsione,italian,dissekkatsiʊmne,-5.076657402164043,dissekkatsiʊmnea,-5.179688671978317
desekaθjon,spanish,desekaθliʊmn,-4.092162329639968,desekaθjʊmn,-4.220889698607859
dɨsɨkɐsɐ̃ʊ̃,portuguese,dɨsɨkɐsɐ̃ʊ̃,-4.727447534040559,,
dɛseʃe,french,dɛsaʃa,-3.784414695743047,dɛseʃaa,-3.786355258679568
dissekkare,italian,dissekkarea,-4.204472491068207,dissekkare,-4.2148936406646245
dɨsɨkaɹ,portuguese,dɨsɨkaɹ,-3.6938705783963073,,
deʃideɾa,romanian,deʃideɾa,-5.432181949177899,deʃlideɾa,-6.0836988068919196
deziʁe,french,deziʁaa,-4.278362050264767,deziʁa,-4.54672044704033
deziderare,italian,deziderare,-5.2710220752738755,deziderarea,-5.342857936593605
deseaɾ,spanish,deseaɾ,-4.918429257803839,,
dɨzɨʒaɹ,portuguese,dɨzɨʒaɹ,-5.417275677808565,,
dezidia,italian,dezidia,-2.3681005369557115,dezidiaa,-2.755279158436332
desiðja,spanish,desiðja,-2.668799867916253,desiðlia,-3.2863730074390163
dɨzidjɐ,portuguese,dɨzidjɐ,-2.9727495457939552,,
desiɡnaθjon,spanish,desiɡnaθjʊmn,-1.6433394641097816,desiɡnaθliʊmn,-1.8933394641097818
desemna,romanian,desemna,-2.5648086035979247,desegna,-2.5648086035979247
dɨzɨɲaɹ,portuguese,dɨzɨɲaɹ,-3.0875082683390964,,
dezinɑ̃s,french,dezinɑ̃s,-2.2333216721672278,dazinɑ̃s,-2.507274913189721
dezinɛntsa,italian,dezinɛntsa,-1.6778681355853102,dezinɛntsaa,-1.9025850929940455
deziste,french,dazista,-2.2010464522925455,dazistaia,-2.3817943315711707
desistiɾ,spanish,desistiɾ,-2.678425498220374,,
dɨziʃtiɹ,portuguese,dɨziʃtiɹ,-2.9310891599660818,,
dezolasjɔ̃,french,dazolasjɔ̃,-4.1678264659851205,dezaʊlasliɔ̃,-4.1928708806571375
dezolatsione,italian,dezolatsiʊmne,-4.638873550809846,dezolatsiʊmnea,-4.746744245674019
desolaθjon,spanish,desolaθjʊmn,-4.593873889956514,desʊmlaθjʊmn,-4.650451676153866
dɨzulɐsɐ̃ʊ̃,portuguese,dɨzulɐsɐ̃ʊ̃,-4.521030664369097,,
dezole,french,dezola,-2.834976977747566,dezolaa,-2.838104166201447
dezolare,italian,dezʊmlarea,-2.973458345177408,dezʊmlare,-2.991372258229748
desolaɾ,spanish,desʊmlaɾ,-2.8347625231714897,desolaɾ,-3.157663140700212
dispettare,italian,dispettarea,-2.7151169138488034,dispeptarea,-2.7535475403665246
despetʃaɾ,spanish,despetʃaɾ,-2.7156722918723135,,
dɨʃpeɪtaɹ,portuguese,dɨʃpeɪtaɹ,-3.355782609407492,,
disperatsione,italian,disperatsione,-4.407472314256655,disperatsionea,-4.4577146017093305
desespeɾaθjon,spanish,desespeɾaθliʊmn,-4.060271800175655,desespeɾaθlion,-4.113390083589264
dɨzɨʃpeɾɐsɐ̃ʊ̃,portuguese,dɨzɨʃpeɾɐsɐ̃ʊ̃,-4.321770248030833,,
dezɛspeʁe,french,dezɛspeʁaɨʊm,-3.1241948586789507,dezɛspeʁaiʊm,-3.1241948586789507
disperato,italian,disperatʊm,-3.271675888529032,disperatʊma,-3.6386690655423237
despeɾaðo,spanish,despeɾaðʊm,-3.051752123504465,despeɾaðʊma,-3.3998711799314885
dɨʃpɨɾadʊ,portuguese,dɨʃpɨɾadʊ,-4.2406884286285695,,
despeɾa,romanian,despeɾa,-1.7767500468281725,desqʊeɾa,-2.4587588710942723
disperare,italian,disperarea,-2.522992786584502,disperare,-2.5506533827142714
despeɾaɾ,spanish,despeɾaɾ,-2.149938789377516,,
despondeɾ,spanish,despʊmndeɾ,-1.6507920307398318,despondeɾ,-1.866827948951849
dispozare,italian,dispʊmzarea,-2.74065295391165,dispaʊzarea,-2.756713923732879
desposaɾ,spanish,despaʊsaɾ,-2.8808885305385683,despʊmsaɾ,-2.9945903993244603
dɨʃpuzaɹ,portuguese,dɨʃpuzaɹ,-3.161784301044252,,
distile,french,distila,-2.1000820314530335,distilaa,-2.2836134240775556
distillare,italian,distillare,-3.153197812592133,,
destilaɾ,spanish,destilaɾ,-2.858913873932668,,
dɨʃtilaɹ,portuguese,dɨʃtilaɹ,-3.371321630878647,,
dɛstinasjɔ̃,french,dɛstinasjɔ̃,-2.2275550348478323,dɛstinasliɔ̃,-2.2775550348478326
destinaθjon,spanish,destinaθjʊmn,-2.3136719669035557,destinaθliʊmn,-2.5636719669035557
destina,romanian,destina,-2.3048764440990466,,
dɛstine,french,dɛstina,-2.3062238345371684,dɛstinaa,-2.6154434423251876
destinare,italian,destinare,-3.2896276184436806,destinarea,-3.438208827328891
destinaɾ,spanish,destinaɾ,-2.6920952844962707,,
dɨʃtinaɹ,portuguese,dɨʃtinaɹ,-3.5901746454239882,,
dɛstitye,french,dɛstitya,-2.850525134844275,dɛstityaia,-2.930864947545487
destituire,italian,destituirea,-2.9075919535117922,destituire,-2.9118616554838743
destitwiɾ,spanish,destitwiɾ,-3.063080152271624,,
dɨʃtituiɹ,portuguese,dɨʃtituiɹ,-3.4998191694072593,dɨʃtctuiɹ,-3.87411463170231
distrutsione,italian,distrutsione,-3.3645687825319985,distrutsionea,-3.45208416303654
destɾukθjon,spanish,destɾukθjʊmn,-3.182247225738044,destɾukθjaʊn,-3.2863196612509498
deʃtɹuisɐ̃ʊ̃,portuguese,deʃtɹuisɐ̃ʊ̃,-3.8736625388773307,,
distrudʒe,romanian,distrudʒe,-4.311069842014334,dlistrudʒe,-5.172351387536456
detʁyiʁ,french,detʁyiʁ,-5.6904824248475885,datʁyiʁ,-5.8025885426552035
distrudʒʒere,italian,distrudʒʒere,-5.0446587492509245,distrudʒʒerea,-5.269934133907501
destɾuiɾ,spanish,destɾuiɾ,-4.289711490302384,,
deʃtɹuiɹ,portuguese,deʃtɹuiɹ,-5.011911906602741,,
dezyltwaʁ,french,dazyltwaʁ,-3.6208258691176862,dezyltwaʁ,-3.701398383611711
dezultɔrio,italian,dezultɔriʊm,-2.4824035882469877,dezultɔrio,-2.5823382263563923
dɨzuwtɔɾjʊ,portuguese,dɨzuwtɔɾjʊ,-3.5700856606987683,,
dezumere,italian,dezumerea,-2.2393610001373805,dezumere,-2.3435352574741275
dɨzumiɹ,portuguese,dɨzumiɹ,-2.370263536200091,,
detekta,romanian,detekta,-3.632803187489193,,
detɛktɛʁdytʃ,french,detɛktɛʁdytʃ,-4.2722771320973765,,
detektaɾ,spanish,detektaɾ,-3.852608219442279,,
dɨtɛtaɹ,portuguese,dɨtɛtaɹ,-3.673662120664038,,
detentsjune,romanian,detentsjune,-4.588715007169452,,
detɑ̃sjɔ̃,french,detɑ̃sjɔ̃,-5.490244844393218,detɑ̃sliɔ̃,-5.763388395707428
detentsione,italian,detentsiʊmne,-4.523001534606941,detentsione,-4.713089321168518
detenθjon,spanish,detenθliʊmn,-4.745845442208427,detenθjʊmn,-4.796098694466472
dɨteɪŋsɐ̃ʊ̃,portuguese,dɨteɪŋsɐ̃ʊ̃,-5.920657839886382,,
detɛʁʒe,french,detɛʁʒaa,-3.055135804427423,detɛʁʒaer,-3.12937928557304
detɛrdʒere,italian,detɛrdʒerea,-3.1902890502315175,detɛrdʒereʊm,-3.301846943230951
deteɾxeɾ,spanish,deteɾxeɾ,-3.592677638337085,,
deteʁjoʁasjɔ̃,french,dataʁjoʁasjɔ̃,-4.83738471128704,dataʁjoʁasliɔ̃,-5.08738471128704
deterioratsione,italian,deterioratsiʊmne,-5.837424664913867,deteriʊmratsiʊmne,-5.903543770272307
deteɾjoɾaθjon,spanish,deteɾjoɾaθjʊmn,-4.9044727529154795,deteɾjʊmɾaθjʊmn,-4.978563619145871
dɨtɨɾiuɾɐsɐ̃ʊ̃,portuguese,dɨtɨɾiuɾɐsɐ̃ʊ̃,-5.0331150813529835,,
determinatsione,italian,determinatsiʊmne,-2.9582076768657197,determinatsiʊmnea,-2.9650716013968825
deteɾminaθjon,spanish,deteɾminaθjʊmn,-2.4425823589626385,deteɾminaθjon,-2.598204709401353
detɛʁmine,french,datɛʁmina,-2.8417138338750343,detɛʁmina,-2.9019591774915696
determinare,italian,determinarea,-3.2591561307371704,determinare,-3.3036925375129376
deteɾminaɾ,spanish,deteɾminaɾ,-3.0026906909284756,,
dɨtɨɾəminaɹ,portuguese,dɨtɨɾəminaɹ,-3.3928761139242836,,
detɛstasjɔ̃,french,datɛstasjɔ̃,-3.526440181105642,detɛstasliɔ̃,-3.5537864855260732
detestatsione,italian,detestatsione,-4.726581544211058,detestatsiʊmne,-4.762843579886262
detestaθjon,spanish,detestaθjʊmn,-4.084746845177988,detestaθliʊmn,-4.223661256283243
dɨtɨʃtɐsɐ̃ʊ̃,portuguese,dɨtɨʃtɐsɐ̃ʊ̃,-4.601175532573731,,
detɛste,french,datɛsta,-2.514119386752099,detɛstaa,-2.619057831593998
detestare,italian,detestare,-3.4728836619783863,detestarea,-3.4934567783710646
detestaɾ,spanish,detestaɾ,-3.052561882523007,,
dɨtɨʃtaɹ,portuguese,dɨtɨʃtaɹ,-3.5390785321857203,,
detsine,romanian,detsine,-4.371033780167702,detsline,-4.60833666731186
detniʁ,french,detniʁ,-4.638728367384562,datniʁ,-5.097853975221447
detenɛre,italian,detenɛre,-4.851727452385147,detenɛrea,-4.852101021435266
deteneɾ,spanish,deteneɾ,-4.497437486185209,,
dɨteɹ,portuguese,dɨteɹ,-5.362745753790774,,
detrarre,italian,detrarrea,-2.8037357487976973,detrarreʊm,-2.9166495742082668
detɾaeɾ,spanish,detɾaeɾ,-3.269194935057908,,
dɨtɹɐiɹ,portuguese,dɨtɹɐiɹ,-4.016069092805067,,
zeu,romanian,zeu,-13.161728083308072,,
dø,french,dø,-14.58063892334199,,
dio,italian,diʊm,-6.339301547863602,diʊmes,-7.0225715266969155
djos,spanish,dliʊmsa,-8.178301283133889,djʊmser,-8.279207448442333
deʊʃ,portuguese,deʊʃ,-6.87148404431048,,
devenʲi,romanian,devenʲi,-5.026877600197678,devenʲli,-5.167849378403405
dəvniʁ,french,dəvniʁ,-5.701258210544727,,
divenire,italian,divenire,-5.173049631143693,divenirea,-5.324402366375145
deβeniɾ,spanish,deβeniɾ,-5.29700136043608,,
dɨviɹ,portuguese,dɨviɹ,-5.564965841979714,,
devjasjɔ̃,french,devjasjɔ̃,-2.4780926455021905,devjasliɔ̃,-2.5280926455021904
devjatsione,italian,devjatsiʊmne,-2.5080290672088545,devjatsiʊmnea,-2.5552996357166813
devje,french,devja,-2.3569126009436303,devjaa,-2.5516735404210493
devjare,italian,devjare,-3.0698972273881178,devjarea,-3.090628430312921
desβjaɾ,spanish,desβjaɾ,-3.022186257877771,desβliaɾ,-3.2515271865335875
devolvere,italian,devʊmlverea,-3.4895870612943596,devʊmlvere,-3.549660102343269
deβolβeɾ,spanish,deβaʊlβeɾ,-3.88493064914298,deβʊmlβeɾ,-3.9215454204620297
dɨvulveɹ,portuguese,dɨvulveɹ,-3.2477694160390236,,
devoʁasjɔ̃,french,devaʊʁasliɔ̃,-4.571364871990509,devaʊʁasjɔ̃,-4.646921405980272
divoratsione,italian,divaʊratsiʊmne,-5.196565155811452,divoratsiʊmne,-5.228549207148596
deβoɾaθjon,spanish,deβaʊɾaθjʊmn,-4.869080149928262,deβoɾaθliʊmn,-4.970862844238204
dɨvuɾɐsɐ̃ʊ̃,portuguese,dɨvuɾɐsɐ̃ʊ̃,-5.0108765386836165,,
dɨvutɐsɐ̃ʊ̃,portuguese,dɨvutɐsɐ̃ʊ̃,-2.0594379124341002,,
devwe,french,devwaʊs,-2.5972949052957857,devwaes,-2.5972949052957857
deβoβeɾ,spanish,deβʊmβeɾ,-2.7647391892530067,deβoβeɾ,-3.0341467002733093
dekstru,romanian,dekstru,-4.475978522203064,,
dɛkstʁ,french,dɛkstʁ,-4.774229546004079,,
dɛstro,italian,dɛstrʊm,-3.9629171519104878,dɛstrʊma,-4.730180939109088
djestɾo,spanish,djestɾʊm,-4.999905929233174,dlestɾʊm,-5.145087939077672
dɛʃtɹʊ,portuguese,dɛʃtɹʊ,-5.850144991252444,,
deksteɾitate,romanian,deksteɾitate,-3.579482650791399,deksteɾlitate,-4.4419404291432265
dɛksteʁite,french,dɛksteʁitaa,-3.448165357326558,dɛksteʁita,-3.4586588385761234
desterita,italian,desteritaɨd,-3.0064806810609137,desteritaid,-3.0064806810609137
desteɾiðad,spanish,desteɾiðad,-3.367194744169308,,
dɨʃtɨɾidadɨ,portuguese,dɨʃtɨɾidadɨ,-5.056565850183166,,
djabolik,french,djabolik,-3.8536006179651423,djabaʊlik,-3.903600617965142
djabɔliko,italian,djabɔlikʊm,-3.4573893519100762,djabɔlikoʊm,-3.709060547705811
djaβoliko,spanish,djaβʊmlikʊm,-3.4648297374912804,djaβolikʊm,-3.464927574474057
djavolo,italian,djavolʊm,-2.916712991152887,djavʊmlʊm,-3.0445224377234226
djaβlo,spanish,djaβlʊm,-2.6932080094425164,djaβlʊma,-3.170152149227805
diabʊ,portuguese,diabʊ,-3.9495450220014554,,
djalekt,romanian,djalekt,-4.090087592465845,,
djalɛkt,french,djalɛkt,-3.4532940634089755,dgalɛkt,-3.9644503889964557
djalɛtto,italian,djalɛptʊm,-3.053827409237126,djalɛctʊm,-3.3092232128052452
djalekto,spanish,djalektʊm,-3.381518218777516,djalektʊma,-3.877363254982381
diɐlɛtʊ,portuguese,diɐlɛtʊ,-5.084089083355623,,
djaɾjo,spanish,djaɾjʊm,-1.5094379124341002,djaɾliʊm,-1.5594379124341002
dikatʃe,italian,dikatʃe,-3.022588722239781,,
dikaθ,spanish,dikaθ,-2.542197251683733,,
dikaʃ,portuguese,dikaʃ,-2.3190537003695226,,
disjɔ̃,french,disjɔ̃,-1.5594379124341002,disliɔ̃,-1.6094379124341003
diktamɛn,french,diktamɛn,-2.065360995373524,,
diktamen,spanish,diktamen,-2.2381992141342426,,
dittamo,italian,diptamʊm,-1.3094379124341002,dictamʊm,-1.3094379124341002
diktsie,romanian,diktsie,-4.933807631505164,diktslie,-5.069038011663511
diksjɔ̃,french,diksliɔ̃,-4.577482778922612,diksjɔ̃,-4.969315531201651
ditsione,italian,ditsiʊmne,-5.08982554884133,ditsiʊmnea,-5.266784921515553
dikθjon,spanish,dikθjʊmn,-4.786917456819112,dikθliʊmn,-5.212529601777595
disɐ̃ʊ̃,portuguese,disɐ̃ʊ̃,-5.495391524677515,,
di,french,di,-5.605170185988092,,
detto,italian,dectʊm,-3.303695701828714,dettʊm,-3.343400292992353
ditʃo,spanish,ditʃo,-4.429543724742634,,
ditʊ,portuguese,ditʊ,-3.7119184129778082,dctʊ,-4.2728486291941365
difamatwaʁ,french,difamatwaʁ,-4.0178409261800425,,
diffamatɔrio,italian,diffamatɔriʊm,-3.8759655626024223,diffamatɔrio,-4.0244716597760135
difamatoɾjo,spanish,difamatoɾjʊm,-3.4098154748647387,difamatʊmɾjʊm,-3.5942593116846844
difɐmɐtɔɾjʊ,portuguese,difɐmɐtɔɾjʊ,-3.8835327623050917,,
defəima,romanian,defəima,-3.626961606587057,defəlima,-4.423441622142583
difame,french,difama,-3.069975797935575,difamaa,-3.525952236676612
diffamare,italian,diffamare,-4.55155864652925,diffamarea,-4.718957674420439
difamaɾ,spanish,difamaɾ,-3.7045939846799265,,
difɐmaɹ,portuguese,difɐmaɹ,-3.9963809211304913,,
difeʁe,french,difaʁais,-3.813232841258714,difaʁaid,-3.813232841258714
differire,italian,differire,-4.528150917544941,differirea,-4.575127478314554
difeɾiɾ,spanish,difeɾiɾ,-3.6006230956992216,,
difɨɾiɹ,portuguese,difɨɾiɹ,-3.7062930983948643,,
defjɑ̃s,french,defliɑ̃s,-1.4873994539038122,dafliɑ̃s,-1.6594379124341003
diflye,french,diflya,-3.2202040933456386,diflyaid,-3.232944652493176
difluiɾ,spanish,difluiɾ,-3.0601541834151194,,
difluiɹ,portuguese,difluiɹ,-3.0193321888948645,,
difɔ̃dʁ,french,difɔ̃dʁ,-4.219181419268095,,
diffondere,italian,diffonderea,-4.402944925083877,diffondere,-4.4119182623815
difundiɾ,spanish,difundiɾ,-3.529158923131867,,
difũŋdiɹ,portuguese,difũŋdiɹ,-3.847341242215057,,
diʒɛstif,french,diʒɛstif,-3.094144731285703,,
didʒestivo,italian,didʒestivʊm,-2.9856912050271975,didʒestivʊma,-3.3649400925907136
dixestiβo,spanish,dixestiβʊm,-3.1856008408404377,dixestiβʊma,-3.5770572585766827
diʒɨʃtivʊ,portuguese,diʒɨʃtivʊ,-3.500525134844275,,
didʒital,romanian,didʒital,-3.0725887222397814,dlidʒital,-4.1158404952500645
diʒital,french,diʒital,-2.764703337464898,diʒptal,-3.2122469697206917
didʒitale,italian,didʒitale,-3.7920193761824104,didʒitalea,-3.9886709469110375
dixital,spanish,dixital,-3.232594463958593,,
diʒitɑl,portuguese,diʒitɑl,-3.1406633455932296,diʒctɑl,-3.76613208294713
didʒitare,italian,didʒitarea,-3.159391592026512,didʒitare,-3.163410716760036
dixitaɾ,spanish,dixitaɾ,-2.783696813957432,,
diʒitaɹ,portuguese,diʒitaɹ,-2.601375257163477,diʒctaɹ,-3.0445224377234226
deɲatsione,italian,deɲatsiʊmnea,-3.5187664145066924,deɲatsiʊmneʊm,-3.5879474875972726
diɡnaθjon,spanish,diɡnaθliʊmn,-3.647717397297048,diɡnaθjʊmn,-3.725550768806933
diɡnɐsɐ̃ʊ̃,portuguese,diɡnɐsɐ̃ʊ̃,-4.312023005428146,,
dɛɲe,french,dɛɲa,-3.8749756057756226,dɛɲaa,-4.148119157089832
deɲare,italian,deɲare,-4.599906079829482,deɲarea,-4.772187780002003
diɡnaɾ,spanish,diɡnaɾ,-4.4800050202815695,,
diɡnaɹ,portuguese,diɡnaɹ,-4.4800050202815695,,
dilatʃerar,italian,dilatʃerar,-3.5147764346734185,,
dilaθeɾaɾ,spanish,dilaθeɾaɾ,-3.2147040111475866,,
dilɐsɨɾaɹ,portuguese,dilɐsɨɾaɹ,-3.4403957489364587,,
diletsione,italian,diletsiʊmnea,-1.6047480922384252,diletsionea,-1.8047480922384251
diliʒɑ̃s,french,diliʒɑ̃s,-3.8065578973199816,,
dilixɛnθja,spanish,dilixɛnθja,-3.386658860524584,dilixɛnθlia,-3.436658860524584
dilidʒere,italian,dilidʒerea,-2.0161128563728328,dilidʒereʊm,-2.0661128563728326
dilye,french,dilya,-3.580472740608678,dilyaia,-3.596799111820303
diluire,italian,diluire,-3.5251155431910766,diluirea,-3.689396932276883
diluiɾ,spanish,diluiɾ,-3.076891596339472,,
diluiɹ,portuguese,diluiɹ,-3.050121355274867,,
dimanaɾ,spanish,dimanaɾ,-2.195910149055313,,
dimɐnaɹ,portuguese,dimɐnaɹ,-2.195910149055313,,
dimɑ̃sjɔ̃,french,dimɑ̃sjɔ̃,-4.251972669574644,dimɑ̃sliɔ̃,-4.301972669574644
dimensione,italian,dimensiʊmne,-4.209307519536189,dimensiʊmnea,-4.222065435217278
dimensjon,spanish,dimensjʊmn,-3.6107894788644,dimensliʊmn,-3.6990106916845984
dimeɪŋsɐ̃ʊ̃,portuguese,dimeɪŋsɐ̃ʊ̃,-4.468155423864554,,
dimidje,french,dimidja,-1.5094379124341002,dimidga,-1.5094379124341002
diminye,french,diminya,-2.991876134106893,diminye,-2.996730935070495
diminuire,italian,diminuire,-3.440042953025232,diminuirea,-3.523671135350464
disminwiɾ,spanish,disminwiɾ,-3.2904763503465024,,
diminuiɹ,portuguese,diminuiɹ,-2.9592600369327777,,
dimettere,italian,dimepterea,-2.287988316325408,dimeptereʊm,-2.337988316325408
dimitiɾ,spanish,dimitiɾ,-2.563758393592171,,
dioniziako,italian,diʊmniziakʊm,-1.671956841931875,dioniziakʊm,-2.01959284073794
djonisiako,spanish,djʊmnisiakʊm,-1.671956841931875,djonisiakʊm,-1.9773173575897012
diftɔ̃ɡ,french,diftɔ̃ɡ,-3.8810598832251095,,
dittɔŋɡo,italian,diptɔŋɡʊm,-2.4693795688095084,dictɔŋɡʊm,-2.85429865410545
dipptoŋɡo,spanish,dipptʊmŋɡʊm,-3.178479592208541,dipptoŋɡʊm,-3.2367068083484436
ditoŋɡʊ,portuguese,ditoŋɡʊ,-3.94818184677625,dctoŋɡʊ,-4.014301854548564
dʁwatyʁ,french,dʁwatyʁ,-4.559166354143981,,
deɾetʃuɾa,spanish,deɾetʃuɾa,-3.5258935631611195,,
diɾeɪtuɾɐ,portuguese,diɾeɪtuɾɐ,-3.961918412977808,,
diʁime,french,diʁima,-3.008743521099162,diʁimaia,-3.1440307848710862
dirimere,italian,dirimere,-3.798259094505286,dirimerea,-3.883872998534808
diɾimiɾ,spanish,diɾimiɾ,-3.0871598969716993,,
diɾimiɹ,portuguese,diɾimiɹ,-3.0871598969716993,,
deʁɔ̃pʁ,french,deʁɔ̃pʁ,-2.988536006683396,daʁɔ̃pʁ,-3.160574465213684
dirompere,italian,dirʊmmperea,-3.155188145555332,diromperea,-3.160603984696902
dəʁye,french,dəʁyais,-3.6743547731728974,dəʁyaid,-3.6743547731728974
deruiɾ,spanish,deruiɾ,-3.8866234211026027,,
dɨʁuiɹ,portuguese,dɨʁuiɹ,-3.3661252594826716,,
dis,french,dis,-1.0594379124341002,,
destʃiŋdʒe,romanian,destʃiŋdʒe,-3.266795954944823,,
diʃindʒere,italian,diʃindʒerea,-3.7077383219410733,diʃindʒere,-3.761918412977808
desθeɲiɾ,spanish,desθeɲiɾ,-4.865891217303744,,
diskrepantsa,italian,diskrepantsa,-2.585511492407014,diskrepantsaa,-2.8550032189883128
diskɾepanθja,spanish,diskɾepanθja,-2.85249426503616,diskɾepanθlia,-3.245949655746671
diʃkɹɨpɐ̃ŋsjɐ,portuguese,diʃkɹɨpɐ̃ŋsjɐ,-4.026025537040475,,
diskrepare,italian,diskreparea,-2.0849918018615172,diskrepareʊm,-2.134991801861517
diskɾepaɾ,spanish,diskɾepaɾ,-2.117406150760383,,
diskretsje,romanian,diskretsje,-4.241149671325581,dliskretsje,-5.830213642870897
diskʁesjɔ̃,french,diskʁasjɔ̃,-4.4013493110322655,diskʁesjɔ̃,-4.406378392623052
diskretsione,italian,diskretsiʊmne,-4.55707616038192,diskretsione,-4.746572059908781
diskɾeθjon,spanish,diskɾeθjʊmn,-4.403110435218952,diskɾeθliʊmn,-4.604580325025244
diʃkɹɨsɐ̃ʊ̃,portuguese,diʃkɹɨsɐ̃ʊ̃,-5.697639250073902,,
diskʁiminasjɔ̃,french,diskʁiminasjɔ̃,-3.698400898848219,diskʁiminasliɔ̃,-3.948400898848219
diskriminatsione,italian,diskriminatsiʊmne,-4.629090605881125,diskriminatsione,-4.710199748370348
diskɾiminaθjon,spanish,diskɾiminaθjʊmn,-3.8568500713416136,diskɾiminaθjon,-4.064193621889037
diʃkɹiminɐsɐ̃ʊ̃,portuguese,diʃkɹiminɐsɐ̃ʊ̃,-4.730240589002609,,
diskɔrrere,italian,diskɔrrerea,-3.506592976813553,diskɔrrere,-3.5511973816621554
diskuriɾ,spanish,diskuriɾ,-2.950422093749666,,
diʃkuʁeɹ,portuguese,diʃkuʁeɹ,-3.531298344866758,,
diskursiv,romanian,diskursiv,-3.1315443917985863,diskursliv,-4.1088958169742655
diskyʁsif,french,diskyʁsif,-3.7726482591853534,,
diskorsivo,italian,diskaʊrsivʊm,-3.3460209737895643,diskorsivʊm,-3.357692794445059
diskuɾsiβo,spanish,diskuɾsiβʊm,-3.257226035942311,diskuɾsiβʊma,-3.7522359838011816
diʃkuɾəsivʊ,portuguese,diʃkuɾəsivʊ,-4.424446423262953,,
diskuɾso,spanish,diskuɾsʊm,-1.7649030205422647,diskuɾsʊma,-2.0380465718564746
diʃkuɾəsʊ,portuguese,diʃkuɾəsʊ,-2.3649030205422643,,
dizɛʁ,french,dizɛʁ,-3.9648592569744983,,
dizɛrto,italian,dizɛrtʊm,-2.870936362579082,dizɛrtʊma,-3.4025118099430616
diseɾto,spanish,diseɾtʊm,-3.5262503068065425,diseɾtʊma,-3.9563940660307235
dizɛɾətʊ,portuguese,dizɛɾətʊ,-3.583414346005772,,
desetʃaɾ,spanish,desetʃaɾ,-1.821956841931875,,
diʃpɐɹ,portuguese,diʃpɐɹ,-1.8094379124341002,,
dispəɾea,romanian,dispəɾea,-2.4680788747502413,disqʊəɾea,-3.0027773765438814
dispaʁɛtʁ,french,dispaʁɛtʁ,-2.728425498220374,,
disparire,italian,disparirea,-2.4642360772524716,disparireia,-2.7647868552480803
dispaɾaɾ,spanish,dispaɾaɾ,-1.879441541679836,,
diʃpɐɾaɹ,portuguese,diʃpɐɾaɹ,-2.379441541679836,,
despərtsʲi,romanian,despərtsʲi,-3.835308550551164,despərtsʲli,-4.131605406840091
dispartire,italian,dispartire,-3.550294671029781,dispartirea,-3.59080388328126
despaɾtiɾ,spanish,despaɾtiɾ,-3.2324983042296704,,
diʃpɐɾətiɹ,portuguese,diʃpɐɾətiɹ,-4.9098600061837665,,
depɑ̃se,french,depɑ̃sa,-2.7236938150237027,depɑ̃saa,-2.884742818498742
dispensare,italian,dispensarea,-2.7402202666184454,dispensare,-2.801432705255589
dispensaɾ,spanish,dispensaɾ,-2.532382454353632,,
dispɛrdere,italian,dispɛrderea,-1.3047480922384251,dispɛrdereʊm,-1.3547480922384254
dɛspeʁiʁ,french,dɛspeʁiʁ,-2.917252197622249,dɛspaʁiʁ,-3.0659349808715106
disperire,italian,disperirea,-2.585513143565836,disperireʊm,-2.6995555098929307
