ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
devenʲi	dəvniʁ	divenire	deβeniɾ	dɨviɹ	dewɛnirɛ
-	devjasjɔ̃	devjatsione	-	-	dewɪatɪonɛm
-	devje	devjare	desβjaɾ	-	dewɪarɛ
-	-	devolvere	deβolβeɾ	dɨvulveɹ	dewɔlwɛrɛ
-	devoʁasjɔ̃	divoratsione	deβoɾaθjon	dɨvuɾɐsɐ̃ʊ̃	dewɔratɪonɛm
-	-	-	-	dɨvutɐsɐ̃ʊ̃	dewotatɪonɛm
-	devwe	-	deβoβeɾ	-	dewɔwerɛ
dekstru	dɛkstʁ	dɛstro	djestɾo	dɛʃtɹʊ	dɛkstrʊm
deksteɾitate	dɛksteʁite	desterita	desteɾiðad	dɨʃtɨɾidadɨ	dɛkstɛrɪtatɛm
-	djabolik	djabɔliko	djaβoliko	-	dɪabɔlɪkʊm
-	-	djavolo	djaβlo	diabʊ	dɪabɔlʊm
djalekt	djalɛkt	djalɛtto	djalekto	diɐlɛtʊ	dɪalɛktɔn
-	-	-	djaɾjo	-	dɪarɪʊm
-	-	dikatʃe	dikaθ	dikaʃ	dɪkakɛm
-	disjɔ̃	-	-	-	dɪkɪonɛm
-	diktamɛn	-	diktamen	-	dɪktamɛn
-	-	dittamo	-	-	dɪktamnʊm
diktsie	diksjɔ̃	ditsione	dikθjon	disɐ̃ʊ̃	dɪktɪonɛm
-	di	detto	ditʃo	ditʊ	dɪktʊm
-	difamatwaʁ	diffamatɔrio	difamatoɾjo	difɐmɐtɔɾjʊ	dɪffamatorɪʊm
defəima	difame	diffamare	difamaɾ	difɐmaɹ	dɪffamarɛ
-	difeʁe	differire	difeɾiɾ	difɨɾiɹ	dɪffɛrrɛ
-	defjɑ̃s	-	-	-	dɪffidɛntɪam
-	diflye	-	difluiɾ	difluiɹ	dɪfflʊɛrɛ
-	difɔ̃dʁ	diffondere	difundiɾ	difũŋdiɹ	dɪffʊndɛrɛ
-	diʒɛstif	didʒestivo	dixestiβo	diʒɨʃtivʊ	diɡɛstiwʊm
didʒital	diʒital	didʒitale	dixital	diʒitɑl	dɪɡɪtalɛm
-	-	didʒitare	dixitaɾ	diʒitaɹ	dɪɡɪtarɛ
-	-	deɲatsione	diɡnaθjon	diɡnɐsɐ̃ʊ̃	dɪŋnatɪonɛm
-	dɛɲe	deɲare	diɡnaɾ	diɡnaɹ	dɪŋnarɛ
-	-	dilatʃerar	dilaθeɾaɾ	dilɐsɨɾaɹ	dilakɛrarɛ
-	-	diletsione	-	-	dilektɪonɛm
-	diliʒɑ̃s	-	dilixɛnθja	-	dilɪɡɛntɪam
-	-	dilidʒere	-	-	dilɪɡɛrɛ
-	dilye	diluire	diluiɾ	diluiɹ	dilʊɛrɛ
-	-	-	dimanaɾ	dimɐnaɹ	dimanarɛ
-	dimɑ̃sjɔ̃	dimensione	dimensjon	dimeɪŋsɐ̃ʊ̃	dimɛnsɪonɛm
-	dimidje	-	-	-	dimɪdɪʊm
-	diminye	diminuire	disminwiɾ	diminuiɹ	dimɪnʊɛrɛ
-	-	dimettere	dimitiɾ	-	dimɪttɛrɛ
-	-	dioniziako	djonisiako	-	dɪɔnysɪakʊm
-	diftɔ̃ɡ	dittɔŋɡo	dipptoŋɡo	ditoŋɡʊ	dɪpʰtʰɔŋɡʊm
-	dʁwatyʁ	-	deɾetʃuɾa	diɾeɪtuɾɐ	dirɛkturam
-	diʁime	dirimere	diɾimiɾ	diɾimiɹ	dɪrɪmɛrɛ
-	deʁɔ̃pʁ	dirompere	-	-	dirʊmpɛrɛ
-	dəʁye	-	deruiɾ	dɨʁuiɹ	dirʊɛrɛ
-	dis	-	-	-	ditɛm
destʃiŋdʒe	-	diʃindʒere	desθeɲiɾ	-	dɪskɪŋɡɛrɛ
-	-	diskrepantsa	diskɾepanθja	diʃkɹɨpɐ̃ŋsjɐ	dɪskrɛpantɪam
-	-	diskrepare	diskɾepaɾ	-	dɪskrɛparɛ
diskretsje	diskʁesjɔ̃	diskretsione	diskɾeθjon	diʃkɹɨsɐ̃ʊ̃	dɪskretɪonɛm
-	diskʁiminasjɔ̃	diskriminatsione	diskɾiminaθjon	diʃkɹiminɐsɐ̃ʊ̃	dɪskrimɪnatɪonɛm
-	-	diskɔrrere	diskuriɾ	diʃkuʁeɹ	dɪskʊrrɛrɛ
diskursiv	diskyʁsif	diskorsivo	diskuɾsiβo	diʃkuɾəsivʊ	dɪskʊrsiwʊm
-	-	-	diskuɾso	diʃkuɾəsʊ	dɪskʊrsʊm
-	dizɛʁ	dizɛrto	diseɾto	dizɛɾətʊ	dɪsɛrtʊm
-	-	-	desetʃaɾ	-	dɪsɪɛktarɛ
-	-	-	-	diʃpɐɹ	dɪsparɛm
dispəɾea	dispaʁɛtʁ	disparire	-	-	dɪsparerɛ
-	-	-	dispaɾaɾ	diʃpɐɾaɹ	dɪspararɛ
despərtsʲi	-	dispartire	despaɾtiɾ	diʃpɐɾətiɹ	dɪspartirɛ
-	depɑ̃se	dispensare	dispensaɾ	-	dɪspensarɛ
-	-	dispɛrdere	-	-	dɪspɛrdɛrɛ
-	dɛspeʁiʁ	disperire	despeɾeθeɾ	-	dɪspɛrirɛ
-	dispɛʁse	dispɛrdʒere	despeɾxiɾ	-	dɪspɛrɡɛrɛ
-	deplwaje	dispjeɡare	despleɣaɾ	deʃpɹɨɡaɹ	dɪsplɪkarɛ
dispune	dispoze	dispɔrre	disponeɾ	diʃpoɹ	dɪsponɛrɛ
-	dispozisjɔ̃	dispozitsione	disposiθjon	-	dɪspɔsɪtɪonɛm
-	diskizisjɔ̃	diskwizitsione	diskisiθjon	-	dɪskwisitɪonɛm
diseka	diseke	dissekare	disekaɾ	disɨkaɹ	dɪssɛkarɛ
-	disemine	disseminare	diseminaɾ	disɨminaɹ	dɪssemɪnarɛ
-	-	dissɛnso	disɛnso	-	dɪssensʊm
-	-	-	-	diseɪŋtiɹ	dɪssɛntirɛ
-	-	-	diseɾtaθjon	-	dɪssɛrtatɪonɛm
-	-	dissimile	disimil	disimil	dɪssɪmɪlɛm
-	disimylasjɔ̃	dissimulatsione	-	-	dɪssɪmʊlatɪonɛm
-	disudʁ	-	-	-	dɪssɔlwɛrɛ
-	disone	dissonare	disonaɾ	disunaɹ	dɪssɔnarɛ
-	disyade	dissuadere	diswaðiɾ	disuɐdiɹ	dɪssʊaderɛ
-	distɑ̃dʁ	distɛndere	distendeɾ	diʃteɪŋdeɹ	dɪstɛndɛrɛ
-	distilasjɔ̃	distillatsione	-	-	dɪstɪllatɪonɛm
distinkt	distɛ̃	distinto	distinto	diʃtiŋtʊ	dɪstɪŋktʊm
destɔartʃe	distɔʁdʁ	distɔrtʃere	destoɾθeɾ	diʃtuɾəseɹ	dɪstɔrkwerɛ
distorsjune	distɔʁsjɔ̃	distorsione	distoɾsjon	diʃtuɾəsɐ̃ʊ̃	dɪstɔrtɪonɛm
distraktsie	distʁaksjɔ̃	distratsione	distɾakθjon	diʃtɹɐsɐ̃ʊ̃	dɪstraktɪonɛm
distra	distʁɛʁ	distrarre	distɾaeɾ	diʃtɹɐiɹ	dɪstrahɛrɛ
distrikt	distʁikt	distretto	-	diʃtɹitʊ	dɪstrɪktʊm
-	distyʁbe	disturbare	distuɾβaɾ	diʃtuɾəbaɹ	dɪstʊrbarɛ
-	ʒuʁnal	dʒornale	-	diuɾənɑl	dɪʊrnalɛm
-	-	divɛrbio	-	-	diwɛrbɪʊm
-	divɛʁtiʁ	divertire	diβeɾtiɾ	divɨɾətiɹ	diwɛrtɛrɛ
-	-	-	-	dɨvɐsaɹ	diweksarɛ
-	divinasjɔ̃	divinatsione	-	-	diwinatɪonɛm
-	dəvine	divinare	diβinaɾ	ɐdiviɲaɹ	diwinarɛ
-	divylɡasjɔ̃	divulɡatsione	diβulɣaθjon	divuwɡɐsɐ̃ʊ̃	diwʊlɡatɪonɛm
-	divylɡe	divulɡare	diβulɣaɾ	-	diwʊlɡarɛ
doktor	dɔktœʁ	dottore	doktoɾ	duwtoɹ	dɔktorɛm
-	-	dɔʎo	-	-	dolɪʊm
duɾa	dole	-	dolaɾ	-	dɔlarɛ
duɾuɾos	duluʁø	dolorozo	doloɾoso	duluɾozʊ	dɔlorosʊm
-	-	dolozita	-	-	dɔlosɪtatɛm
-	-	dolozo	doloso	dulozʊ	dɔlosʊm
dor	dœj	duɔlo	dwelo	dɔ	dɔlʊm
domestik	domɛstik	domɛstiko	domestiko	dumɛʃtikʊ	dɔmɛstɪkʊm
domitʃiliw	domisil	domitʃilio	domiθiljo	dumisiljʊ	dɔmɪkɪlɪʊm
-	-	domenikale	dominikal	-	dɔmɪnɪkalɛm
-	domɛn	dominio	dominjo	duminjʊ	dɔmɪnɪʊm
-	-	domare	domaɾ	dumaɹ	dɔmarɛ
-	dɔ̃	dono	don	doŋ	donʊm
dormita	-	-	doɾmitaɾ	duɾəmitaɹ	dɔrmitarɛ
dormitor	dɔʁtwaʁ	dormitɔrio	doɾmitoɾjo	duɾəmitɔɾjʊ	dɔrmitorɪʊm
-	dotasjɔ̃	dotatsione	dotaθjon	-	dotatɪonɛm
dota	dwe	dotare	dotaɾ	dutaɹ	dotarɛ
-	-	-	dɾakonθjo	-	drakɔntɪʊm
drapel	dʁapo	drappɛllo	tɾapo	tɹapʊ	drappʊm
-	-	dubbjeta	-	-	dʊbɪɛtatɛm
dubjos	-	-	-	-	dʊbɪosʊm
-	dybitasjɔ̃	dubitatsione	-	-	dʊbɪtatɪonɛm
dubita	dute	dubitare	duðaɾ	duvidaɹ	dʊbɪtarɛ
dubiw	-	dubbio	duða	dubjʊ	dʊbɪʊm
dukat	dyʃe	dukato	dukaðo	dukadʊ	dʊkatʊm
-	-	duetʃɛnto	dosθjɛntos	duzeɪŋtʊʃ	dʊkɛntos
-dutʃe	-dyiʁ	-dutʃere	-	-duziɹ	dukɛrɛ
duʃ	duʃ	dotʃʃa	dutʃa	-	dʊktɪonɛm
dukt	-dyi	dɔtto	dukto	dutʊ	dʊktʊm
-	-	dulkamaɾa	dulkamaɾa	-	dulkamaram
-	-	-	-	duwsifɨɾʊ	dʊlkɪfɛrʊm
-	dylsifje	doltʃifikare	dulθifikaɾ	duwsifikaɹ	dʊlkɪfɪkarɛ
-	-	-	-	duwsilukwʊ	dʊlkɪlɔkwʊm
-	-	-	dulθisono	duwsisunʊ	dʊlkɪsɔnʊm
-	-	doltʃitudine	dulθeðumbɾe	-	dʊlkɪtudɪnɛm
dulkɔaɾe	dusœʁ	-	-	-	dʊlkorɛm
-	-	duplitʃe	-	-	dʊplɪkɛm
dublu	dubl	doppio	doβlo	dobɹʊ	dʊplʊm
-	dyʁasin	duratʃina	-	duɾazjʊ	durakɪnʊm
-	dyʁamɛn	-	-	-	duramɛn
-	-	duratsione	duɾaθjon	duɾɐsɐ̃ʊ̃	duratɪonɛm
duɾa	dyʁe	durare	duɾaɾ	duɾaɹ	durarɛ
dur	dyʁ	duro	duɾo	duɾʊ	durʊm
-	ivwaʁ	avɔrio	eβoɾeo	-	ɛbɔrɛʊm
-	ivʁɛ	ubriako	embɾiaɣo	eɪmbɹiaɡʊ	ebrɪakʊm
-	ebʁiete	-	-	ebɹiɨdadɨ	ebrɪɛtatɛm
-	ivʁ	ɛbbro	eβɾio	ɛbrjʊ	ebrɪʊm
-	jɛbl	ebbio	-	ɛbulʊ	ɛbʊlʊm
ivoɾiw	ivwaʁ	avɔrio	eβoɾe	-	ɛbʊr
-	ebyʁneɛ̃	eburnɛo	eβuɾneo	-	ɛbʊrnɛʊm
-	eɡliz	kjɛza	iɣlesja	iɣɾɐʒɐ	ɛkklesɪam
eklipsə	eklips	eklissi	eklipse	eklipsɨ	ɛklipsɛm
-	ediksjɔ̃	-	-	-	edɪktɪonɛm
edikt	edi	editto	eðikto	editʊ	edɪktʊm
-	efɛktif	-	efektiβo	ifɨtivʊ	ɛffɛktiwʊm
-	efemine	effeminare	-	-	ɛffemɪnarɛ
-	-	-	effeɾβeθeɾ	ifɨɾəvɨseɹ	ɛffɛrweskɛrɛ
-	efikasite	-	efikaθiðad	-	ɛffɪkakɪtatɛm
-	efikas	effikatʃe	efikaθ	-	ɛffɪkakɛm
-	efɛktye	-	efektwaɾ	-	ɛffɪkɛrɛ
-	-	effindʒere	-	-	ɛffɪŋɡɛrɛ
-	eflye	effluire	efluiɾ	ifluiɹ	ɛfflʊɛrɛ
-	-	-	-	ʃfɹɨɡaɹ	ɛffrɪkarɛ
-	-	effondere	efundiɾ	ifũŋdiɹ	ɛffʊndɛrɛ
-	-	-	eɣɾesaɾ	-	eɡrɛdi
eɡredʒiu	-	eɡredʒo	-	eɡɹɛʒjʊ	eɡrɛɡɪʊm
-	elasjɔ̃	-	elaθjon	elɐsɐ̃ʊ̃	elatɪonɛm
-	elɛksjɔ̃	eletsione	elekθjon	-	elektɪonɛm
-	omɔ̃n	elemɔzina	limosna	ʃmɔlɐ	ɛlɛemɔsynam
-	-	-	eleɣante	elɨɡɐ̃ŋtɨ	elɛɡantɛm
-	-	elɛnko	elɛnko	eleɪŋkʊ	ɛlɛŋkʰʊm
-	elefɑ̃tɛ̃	elefantino	-	-	ɛlɛpʰantɪnʊm
eleva	elve	elevare	eleβaɾ	elɨvaɹ	elɛwarɛ
-	elide	elidere	eliðiɾ	-	elidɛrɛ
-	-	eliminatsione	eliminaθjon	eliminɐsɐ̃ʊ̃	elɪmɪnatɪonɛm
-	elimine	eliminare	eliminaɾ	eliminaɹ	elimɪnarɛ
-	-	lɛsso	-	-	elɪksʊm
-	ɛlips	ellissi	-	-	ɛllipsɪn
-	lymiɲɔ̃	lutʃiɲolo	-	-	ɛllykʰnɪʊm
-	elokysjɔ̃	-	-	-	elɔkʊtɪonɛm
eloŋɡatsje	elɔ̃ɡasjɔ̃	eloŋɡatsione	eloŋɡaθjon	eluŋɡɐsɐ̃ʊ̃	elɔŋɡatɪonɛm
aluŋɡa	elɔ̃ʒe	alluŋɡare	aloŋɡaɾ	ɐluŋɡaɹ	elɔŋɡarɛ
-	-	elɔkwjo	-	-	elɔkwɪʊm
-	elykybʁe	elukubrare	elukuβɾaɾ	elukubɹaɹ	elukʊbrarɛ
-	elyde	eludere	eluðiɾ	eludiɹ	eludɛrɛ
-	elye	-	eluiɾ	-	elʊɛrɛ
-	emasite	ematʃita	emaθja	-	ɛmakɪtatɛm
-	emɑ̃sipasjɔ̃	emantʃipatsione	emanθipaθjon	emɐ̃ŋsipɐsɐ̃ʊ̃	emaŋkɪpatɪonɛm
-	-	-	embolo	-	ɛmbɔlʊm
-	emɑ̃de	emendare	emendaɾ	emeɪŋdaɹ	emɛndarɛ
-	emɛʁʒe	emɛrdʒere	emeɾxeɾ	emɨɾəʒiɹ	emɛrɡɛrɛ
-	emisjɔ̃	-	-	-	emɪssɪonɛm
-	emɛtʁ	emettere	emitiɾ	-	emɪttɛrɛ
-	emolymɑ̃	emolumento	emolumɛnto	emulumeɪŋtʊ	emɔlʊmɛntʊm
-	emuvwaʁ	zmuɔvere	-	-	emɔwerɛ
-	-	-	emulxeɾ	-	emʊlɡerɛ
-	emɔ̃de	-	-	-	emʊndarɛ
-	-	emundʒere	emuŋxeɾ	-	emʊŋɡɛrɛ
-	-	enarratsione	enaraθjon	enɐʁɐsɐ̃ʊ̃	enarratɪonɛm
-	-	enkomio	enkomjo	eɪŋkɔmjʊ	ɛŋkomɪʊm
-	-	-	aneɣaɾ	ɐnɨɡaɹ	enɛkarɛ
enerva	enɛʁve	-	eneɾβaɾ	enɨɾəvaɹ	enɛrwarɛ
-	-	ɛnte	ɛnte	eɪŋtɨ	ɛns
-	-	-	entusjasta	-	ɛntʰusɪasten
-	enymeʁe	-	enumeɾaɾ	-	enʊmɛrarɛ
-	efɛb	-	-	-	ɛpʰebʊm
-	-	epiɡlɔttide	-	-	ɛpɪɡlottɪdɛm
-	episkopa	veskovado	oβispaðo	biʃpadʊ	ɛpɪskɔpatʊm
epistolə	-	-	-	epiʃtulɐ	ɛpɪstɔlam
-	-	epopto	-	-	ɛpɔptʊm
japə	-	-	ʝeɣwa	ɛɡwɐ	ɛkwam
-	-	eremitiko	-	-	ɛremitɪkʊm
-	-	ɛremo	ʝeɾmo	eɾəmʊ	ɛremʊm
-	-	erɡastolo	eɾɣastulo	eɾəɡaʃtulʊ	ɛrɡastʊlʊm
-	eʁiʒe	ɛrdʒere	eɾɣiɾ	ɨɾəɡeɹ	erɪɡɛrɛ
-	eʁode	-	-	eɾudiɹ	erodɛrɛ
-	-	eroɡatsione	-	-	erɔɡatɪonɛm
-	-	eroɡare	eɾoɣaɾ	-	erɔɡarɛ
-	-	errabondo	-	-	ɛrrabʊndʊm
-	ɛʁe	errare	ʝero	ɨʁaɹ	ɛrrarɛ
eɾɔaɾe	ɛʁœʁ	-	eroɾ	-	ɛrrorɛm
-	-	erudire	-	-	erʊdirɛ
-	eʁɔ̃pʁ	erompere	-	-	erʊmpɛrɛ
-	-	eskulɛnto	eskulɛnto	-	eskʊlɛntʊm
-	etoloʒi	etolodʒia	etoloxia	-	etʰɔlɔɡɪam
-	økaʁisti	-	eʊkaɾistia	eʊkɐɾiʃtiɐ	ɛʊkʰarɪstɪam
-	-	evɔnimo	-	-	ɛʊonymɔn
-	-	zvaɡare	-	-	ewaɡari
-	evanwiʁ	zvanire	desβaneθeɾ	dɨʒvɐnɨseɹ	ewaneskɛrɛ
-	-	-	eβaŋxeliko	-	ewaŋɡɛlɪkʊm
-	-	-	eβaŋxeljo	-	ewaŋɡɛlɪʊm
-	-	-	-	evɨɾəsoɹ	ewɛrsorɛm
-	-	-	-	evɨɾəteɹ	ewɛrtɛrɛ
-	evɛje	zveʎare	desβelaɾ	-	ewɪɡɪlarɛ
eviŋdʒe	evɛ̃se	evintʃere	-	eveɪŋseɹ	ewɪŋkɛrɛ
-	-	evirare	-	-	ewɪrarɛ
-	evokasjɔ̃	evokatsione	eβokaθjon	evukɐsɐ̃ʊ̃	ewɔkatɪonɛm
evolutsje	evolysjɔ̃	evolutsione	eβoluθjon	evulusɐ̃ʊ̃	ewɔlutɪonɛm
evolwa	evolye	evolvere	eβoluθjonaɾ	evulveɹ	ewɔlwɛrɛ
-	evylɡe	-	-	-	ewʊlɡarɛ
-	ɛɡzasɛʁbasjɔ̃	ezatʃerbatsione	eksaθeɾβaθjon	ezɐseɾəbɐsɐ̃ʊ̃	ɛksakɛrbatɪonɛm
-	ɛɡzaksjɔ̃	-	eksakθjon	-	ɛksaktɪonɛm
-	ɛɡzaʒeʁasjɔ̃	ezadʒeratsione	eksaxeɾaθjon	ezɐʒeɾɐsɐ̃ʊ̃	ɛksaɡɡɛratɪonɛm
-	-	ezadʒitare	-	-	ɛksaɡɪtarɛ
-	esɛ	sadʒʒo	ensajo	eɪŋsaɪʊ	ɛksaɡɪʊm
-	-	ʃalbare	-	-	ɛksalbarɛ
-	ɛɡzalte	ezaltare	eksaltaɾ	-	ɛksaltarɛ
eɡzamina	ɛɡzamine	ezaminare	eksaminaɾ	ezɐminaɹ	ɛksamɪnarɛ
-	-	-	eksanime	-	ɛksanɪmɛm
-	ɛɡzaspeʁasjɔ̃	ezasperatsione	eksaspeɾaθjon	ezɐʃpeɾɐsɐ̃ʊ̃	ɛksaspɛratɪonɛm
-	-	ezautorare	-	-	ɛksaʊktorarɛ
-	ɛɡzose	ezaudire	-	-	ɛksaʊdirɛ
zbea	-	-	-	-	ɛksbɪbɛrɛ
-	ɛksɛlɑ̃s	etʃʃellɛntsa	eksθelɛnθja	eʃsɨleɪŋsjɐ	ɛkskɛllɛntɪam
-	ɛksɛle	etʃʃɛllere	-	eʃsɨleɹ	ɛkskɛllɛrɛ
-	-	etʃʃɛlso	eksθelso	-	ɛkskɛlsʊm
-	ɛkskʁete	-	ekskɾetaɾ	eskɹɨtaɹ	ɛkskɛrnɛrɛ
-	ɛksɛsif	etʃʃessivo	eksθesiβo	eʃsɨsivʊ	ɛkskɛssɪwʊm
-	ɛksize	-	-	-	ɛkskɪdɛrɛ
-	-	etʃʃepire	eksθepptwaɾ	-	ɛkskɪpɛrɛ
-	-	-	eksθisjon	-	ɛkskisɪonɛm
-	ɛksite	-	eksθitaɾ	-	ɛkskɪtarɛ
-	ɛksklyʁ	eskludere	-	eskluiɹ	ɛkskludɛrɛ
-	-	-	eksklusiβo	-	ɛksklusiwʊm
-	ɛkskoʒitasjɔ̃	eskodʒitatsione	-	-	ɛkskoɡɪtatɪonɛm
-	ɛkskoʒite	eskodʒitare	-	-	ɛkskoɡɪtarɛ
skɔatʃe	-	-	eskoθeɾ	-	ɛkskɔkwɛrɛ
-	ɛkskoʁje	eskoriare	eskoɾjaɾ	ʃkuɾiaɹ	ɛkskɔrɪarɛ
ekskrement	ɛkskʁemɑ̃	eskremento	ekskɾemɛnto	-	ɛkskremɛntʊm
skuɾe	-	skɔrrere	eskuriɾ	ʃkuʁeɹ	ɛkskʊrrɛrɛ
ekskursje	ɛkskyʁsjɔ̃	eskursione	ekskuɾsjon	eʃkuɾəsɐ̃ʊ̃	ɛkskʊrsɪonɛm
skurs	-	skorso	-	-	ɛkskʊrsʊm
-	-	skuzatsione	ekskusaθjon	-	ɛkskusatɪonɛm
skɔate	-	eskutere	eskoðaɾ	eʃkutiɹ	ɛkskʊtɛrɛ
-	ɛɡzɑ̃plɛʁ	-	exemplaɾ	ezeɪmplaɹ	ɛksɛmplar
eɡzemplar	ɛɡzɑ̃plɛʁ	ezemplare	-	ezeɪmplaɹ	ɛksɛmplarɛm
jeʃʲ	isy	uʃire	eksiɾ	-	ɛksirɛ
-	ɛɡzɛʁse	ezertʃire	exeɾθeɾ	ezɨɾəseɹ	ɛksɛrkerɛ
-	-	ezɛrtʃito	exeɾθito	ezɛɾəsitʊ	ɛksɛrkɪtʊm
-	ɛksfolje	-	eksfoljaɾ	-	ɛksfolɪarɛ
-	ɛɡzale	ezalare	eksalaɾ	-	ɛkshalarɛ
-	-	ezaurire	eksaʊɾiɾ	ezaʊɾiɹ	ɛkshaʊrirɛ
-	ɛɡzeʁede	-	-	-	ɛksheredarɛ
-	ɛɡzibe	ezibire	eksiβiɾ	ezibiɹ	ɛkshɪberɛ
-	ɛɡzɔʁtasjɔ̃	ezortatsione	eksoɾtaθjon	ezuɾətɐsɐ̃ʊ̃	ɛkshɔrtatɪonɛm
-	ɛɡzɔʁte	ezortare	eksoɾtaɾ	ezuɾətaɹ	ɛkshɔrtari
-	ɛɡziʒe	ezidʒere	eksixiɾ	eziʒiɹ	ɛksɪɡɛrɛ
-	ɛɡziɡy	eziɡwo	eksiɣwo	eziɡuʊ	ɛksɪɡwʊm
-	-	-	-	ezilɨ	ɛksilɛm
-	ɛɡzistɑ̃s	-	eksistɛnθja	-	ɛksɪstɛntɪam
-	ɛɡziste	ezistere	eksistiɾ	-	ɛksɪstɛrɛ
-	-	ezitsjale	-	-	ɛksɪtɪalɛm
-	-	ezitsio	-	-	ɛksɪtɪʊm
-	-	ɛzito	eksito	ezitʊ	ɛksɪtʊm
-	ɛɡzoʁasjɔ̃	-	-	-	ɛksoratɪonɛm
-	-	ezordire	-	-	ɛksɔrdiri
-	epɑ̃dʁ	spandere	ekspandiɾ	eʃpɐ̃ŋdiɹ	ɛkspandɛrɛ
-	ɛkspedje	spedire	ekspeðiɾ	eʃpɨdiɹ	ɛkspɛdirɛ
-	-	spɛndere	ekspendeɾ	eʃpeɪŋdeɹ	ɛkspɛndɛrɛ
-	-	-	eksplanaθjon	esplɐnɐsɐ̃ʊ̃	ɛksplanatɪonɛm
-	-	-	eksplanaɾ	esplɐnaɹ	ɛksplanarɛ
eksplikatsje	ɛksplikasjɔ̃	esplikatsione	eksplikaθjon	esplikɐsɐ̃ʊ̃	ɛksplɪkatɪonɛm
-	-	-	eksploɾaðoɾ	espluɾɐdoɹ	ɛksploratorɛm
-	-	-	ekspoljaɾ	-	ɛkspɔlirɛ
ekspune	ɛkspoze	espɔrre	eksponeɾ	ɨʃpoɹ	ɛksponɛrɛ
-	ɛkspɔʁtasjɔ̃	esportatsione	ekspoɾtaθjon	eʃpuɾətɐsɐ̃ʊ̃	ɛkspɔrtatɪonɛm
eksprima	ɛkspʁime	esprimere	ekspɾemiɾ	espɹimiɹ	ɛksprɪmɛrɛ
-	-	-	-	espɹubɹaɹ	ɛksprobrarɛ
-	-	espuɲatsione	-	-	ɛkspʊŋnatɪonɛm
-	-	espuɲare	ekspuɡnaɾ	eʃpuɡnaɹ	ɛkspʊŋnarɛ
-	ɛkspylse	-	ekspulsaɾ	-	ɛkspʊlsarɛ
-	-	espundʒere	ekspuŋxiɾ	eʃpũŋʒiɹ	ɛkspʊŋɡɛrɛ
-	ɛkspyʁɡasjɔ̃	espurɡatsione	-	eʃpuɾəɡɐsɐ̃ʊ̃	ɛkspʊrɡatɪonɛm
-	ɛkspyʁʒe	spurɡare	ekspuɾɣaɾ	-	ɛkspʊrɡarɛ
-	ɛɡzekʁasjɔ̃	ezekratsione	-	-	ɛkssekratɪonɛm
-	ɛɡzekʁe	ezekrare	eksekɾaɾ	-	ɛkssɛkrari
eɡzekutsje	-	-	-	-	ɛkssɛkutɪonɛm
-	-	ezɛkwje	-	ezɛkiɐʃ	ɛkssɛkwɪam
-	-	ezɛkwje	-	-	ɛkssɛkwɪas
-	ɛɡzekyte	ezeɡwire	exekutaɾ	-	ɛkssɛkwi
-	ɛkssikasjɔ̃	essikkatsione	-	-	ɛkssɪkkatɪonɛm
-	-	essikkare	ensekaɾ	eʃsikaɹ	ɛkssɪkkarɛ
-	-	ʃɔʎere	-	-	ɛkssɔlwɛrɛ
-	-	espettatsione	ekspektaθjon	-	ɛksspɛktatɪonɛm
ekspiɾatsje	ɛkspiʁasjɔ̃	espiratsione	ekspiɾaθjon	eʃpiɾɐsɐ̃ʊ̃	ɛksspiratɪonɛm
ekspiɾa	ɛkspiʁe	espirare	ekspiɾaɾ	eʃpiɾaɹ	ɛksspirarɛ
-	ɛkstɛ̃ktœʁ	-	-	-	ɛksstɪŋktorɛm
-	ɛkstiʁpasjɔ̃	estirpatsione	ekstiɾpaθjon	eʃtiɾəpɐsɐ̃ʊ̃	ɛksstɪrpatɪonɛm
-	ɛkstiʁpe	estirpare	ekstiɾpaɾ	eʃtiɾəpaɹ	ɛksstɪrparɛ
uska	esyije	aʃuɡare	eŋxuɣaɾ	eɪŋʃuɡaɹ	ɛkssukarɛ
-	-	ezultatsione	-	-	ɛkssʊltatɪonɛm
-	-	-	-	eʃsuɾəʒiɹ	ɛkssʊrɡɛrɛ
-	ɛkstaz	ɛstazi	ekstasis	estɐzɨ	ɛkstasɛm
ekstinde	etɑ̃dʁ	estɛndere	ekstendeɾ	ʃteɪŋdeɹ	ɛkstɛndɛrɛ
ekstensiv	ɛkstɑ̃sif	estensivo	ekstensiβo	eʃteɪŋsivʊ	ɛkstensiwʊm
-	ɛkstenyasjɔ̃	-	-	-	ɛkstɛnʊatɪonɛm
-	-	ɛstero	-	-	ɛkstɛrʊm
-	-	-	eksteɾjoɾ	eʃtɨɾioɹ	ɛkstɛrɪorɛm
-	ɛkstɛʁminasjɔ̃	-	eksteɾminaθjon	eʃtɨɾəminɐsɐ̃ʊ̃	ɛkstɛrmɪnatɪonɛm
stiŋdʒe	etɛ̃dʁ	estiŋɡwere	ekstiŋɡiɾ	eʃtiŋɡwiɹ	ɛkstɪŋɡwɛrɛ
stɔartʃe	ɛkstɔʁke	estɔrtʃere	estoɾθeɾ	ʃtuɾəseɹ	ɛkstɔrkwerɛ
ekstraordinar	ɛkstʁaɔʁdinɛʁ	straordinario	ekstɾaoɾðinaɾjo	estɹɐuɾədinaɾjʊ	ɛkstraɔrdɪnarɪʊm
